YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2016,600212,Acton,6037910205,Census Tract 9102.05,80287.0,15425.0,83974.0,26978.0,,,,,214007.0,2621.0,,,49668.0,39056.0,,,97425.0,26168.0,52533.0,39433.0
2016,600212,Acton,6037910804,Census Tract 9108.04,115222.0,13569.0,107759.0,27329.0,,,,,,,,,116209.0,7795.0,,,106658.0,29478.0,116502.0,7034.0
2016,600212,Acton,6037910805,Census Tract 9108.05,110956.0,21758.0,121184.0,10839.0,,,,,,,,,66263.0,33596.0,,,120502.0,12593.0,66003.0,21756.0
2016,600212,Acton,6037910812,Census Tract 9108.12,93923.0,30701.0,93923.0,30701.0,,,,,,,,,,,,,97106.0,30963.0,,
2016,600212,Acton,6037910813,Census Tract 9108.13,128906.0,27018.0,127542.0,46745.0,,,,,,,,,,,231623.0,60317.0,127845.0,43530.0,,
2016,600394,Agoura Hills,6037800324,Census Tract 8003.24,178825.0,40969.0,176089.0,35933.0,125761.0,81059.0,,,250001.0,52743.0,,,,,,,175354.0,48745.0,179461.0,117492.0
2016,600394,Agoura Hills,6037800326,Census Tract 8003.26,162040.0,15880.0,165602.0,19838.0,,,,,158751.0,97733.0,,,,,174579.0,86101.0,166204.0,17078.0,,
2016,600394,Agoura Hills,6037800327,Census Tract 8003.27,94701.0,19323.0,102637.0,18689.0,,,,,,,,,,,,,104760.0,10324.0,75881.0,52953.0
2016,600394,Agoura Hills,6037800328,Census Tract 8003.28,110373.0,28918.0,94526.0,19566.0,132128.0,76027.0,,,,,,,,,250001.0,,93374.0,22782.0,,
2016,600394,Agoura Hills,6037800329,Census Tract 8003.29,106788.0,15722.0,111510.0,20567.0,,,,,88238.0,22741.0,,,,,,,117937.0,21248.0,,
2016,600394,Agoura Hills,6037800332,Census Tract 8003.32,189371.0,30463.0,189836.0,40636.0,,,,,208939.0,64965.0,,,,,,,188972.0,44719.0,,
2016,600450,Agua Dulce,6037910804,Census Tract 9108.04,115222.0,13569.0,107759.0,27329.0,,,,,,,,,116209.0,7795.0,,,106658.0,29478.0,116502.0,7034.0
2016,600450,Agua Dulce,6037910808,Census Tract 9108.08,109896.0,11299.0,106506.0,6486.0,,,,,,,,,,,157245.0,124646.0,110610.0,10327.0,103929.0,39137.0
2016,600450,Agua Dulce,6037910810,Census Tract 9108.10,161260.0,24107.0,160623.0,25155.0,122180.0,69202.0,,,121980.0,58157.0,,,186055.0,66110.0,,,167549.0,23130.0,150237.0,49814.0
2016,600450,Agua Dulce,6037910813,Census Tract 9108.13,128906.0,27018.0,127542.0,46745.0,,,,,,,,,,,231623.0,60317.0,127845.0,43530.0,,
2016,600884,Alhambra,6037480302,Census Tract 4803.02,77191.0,16802.0,110638.0,46426.0,38864.0,8379.0,,,60252.0,16091.0,,,97637.0,93259.0,116454.0,56911.0,88649.0,55411.0,109046.0,25420.0
2016,600884,Alhambra,6037480303,Census Tract 4803.03,59355.0,9984.0,52881.0,16066.0,,,,,64313.0,13282.0,,,60294.0,24675.0,71039.0,52825.0,36017.0,8159.0,60194.0,13484.0
