YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2018,600212,Acton,6037910205,Census Tract 9102.05,72839.0,14851.0,68382.0,24596.0,,,,,211630.0,21141.0,,,70173.0,42872.0,,,83036.0,21054.0,67041.0,38863.0
2018,600212,Acton,6037910804,Census Tract 9108.04,114592.0,27897.0,113705.0,37201.0,,,,,,,,,,,,,112875.0,41008.0,133625.0,31228.0
2018,600212,Acton,6037910805,Census Tract 9108.05,135871.0,23904.0,142404.0,15866.0,,,,,187626.0,172824.0,,,57003.0,23025.0,,,145383.0,21201.0,64738.0,50080.0
2018,600212,Acton,6037910812,Census Tract 9108.12,103977.0,52049.0,96812.0,30865.0,,,,,,,,,,,,,96812.0,30865.0,,
2018,600212,Acton,6037910813,Census Tract 9108.13,102310.0,33657.0,109725.0,45153.0,,,,,77771.0,10159.0,,,,,,,113153.0,44920.0,91973.0,44729.0
2018,600394,Agoura Hills,6037800324,Census Tract 8003.24,186174.0,25928.0,182340.0,36667.0,,,,,188027.0,78375.0,,,,,78139.0,77040.0,200063.0,39932.0,,
2018,600394,Agoura Hills,6037800326,Census Tract 8003.26,167038.0,24220.0,168610.0,27669.0,,,,,199787.0,101938.0,,,74559.0,1710.0,175453.0,47005.0,169371.0,19918.0,73977.0,37126.0
2018,600394,Agoura Hills,6037800327,Census Tract 8003.27,111282.0,14200.0,115452.0,12475.0,,,,,,,,,,,,,116987.0,10758.0,98475.0,39439.0
2018,600394,Agoura Hills,6037800328,Census Tract 8003.28,124069.0,20883.0,105341.0,20840.0,,,,,250001.0,83500.0,,,,,250001.0,,105283.0,25255.0,110960.0,104947.0
2018,600394,Agoura Hills,6037800329,Census Tract 8003.29,102342.0,18259.0,105023.0,25889.0,,,,,100088.0,91315.0,,,34997.0,28633.0,,,108947.0,31249.0,43541.0,23800.0
2018,600394,Agoura Hills,6037800332,Census Tract 8003.32,178964.0,67014.0,176623.0,69497.0,,,,,211808.0,116243.0,,,,,,,178028.0,72727.0,146708.0,89010.0
2018,600450,Agua Dulce,6037910804,Census Tract 9108.04,114592.0,27897.0,113705.0,37201.0,,,,,,,,,,,,,112875.0,41008.0,133625.0,31228.0
2018,600450,Agua Dulce,6037910808,Census Tract 9108.08,123719.0,31138.0,142727.0,36946.0,,,,,,,,,98968.0,44766.0,123719.0,74997.0,144911.0,21261.0,100241.0,30296.0
2018,600450,Agua Dulce,6037910810,Census Tract 9108.10,178167.0,16884.0,174393.0,28475.0,226836.0,79922.0,,,163954.0,58178.0,,,185854.0,28006.0,,,183354.0,30029.0,122033.0,90532.0
2018,600450,Agua Dulce,6037910813,Census Tract 9108.13,102310.0,33657.0,109725.0,45153.0,,,,,77771.0,10159.0,,,,,,,113153.0,44920.0,91973.0,44729.0
2018,600884,Alhambra,6037480302,Census Tract 4803.02,77940.0,9304.0,88253.0,28503.0,48996.0,34363.0,,,57020.0,19244.0,,,95722.0,24786.0,,,68038.0,35311.0,102004.0,16063.0
2018,600884,Alhambra,6037480303,Census Tract 4803.03,58598.0,13884.0,54101.0,34998.0,,,,,68024.0,16628.0,,,47262.0,5693.0,,,43747.0,19211.0,51194.0,12508.0
2018,600884,Alhambra,6037480304,Census Tract 4803.04,48174.0,11395.0,57144.0,36791.0,105329.0,84814.0,,,33419.0,15145.0,,,70945.0,10839.0,,,76334.0,39271.0,68219.0,11551.0
2018,600884,Alhambra,6037480400,Census Tract 4804,67204.0,8540.0,68192.0,15659.0,,,,,65125.0,19848.0,,,,,65429.0,14166.0,87070.0,29854.0,62971.0,8147.0
