YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,2023_CPI_DOLLARS_ADJ_FACTOR
2022,602462,Arcadia,6037431502,Census Tract 4315.02,103100.0,28517.0,81955.0,12263.0,,,,,102353.0,55393.0,,,141499.0,81372.0,217299.0,117868.0,93305.0,42445.0,104711.0,56667.0,1.039119804400978
2022,602462,Arcadia,6037431600,Census Tract 4316,107336.0,22502.0,66244.0,61382.0,,,,,118098.0,24196.0,,,,,173403.0,84909.0,65687.0,64071.0,167912.0,105883.0,1.039119804400978
2022,602462,Arcadia,6037431701,Census Tract 4317.01,115991.0,35741.0,191804.0,52839.0,,,,,80490.0,72504.0,,,67900.0,24908.0,,,191862.0,50919.0,69167.0,35848.0,1.039119804400978
2022,602462,Arcadia,6037431800,Census Tract 4318,75596.0,33561.0,145971.0,96328.0,,,,,70846.0,24488.0,,,,,60952.0,27717.0,145539.0,119049.0,,,1.039119804400978
2022,602462,Arcadia,6037432502,Census Tract 4325.02,112835.0,33118.0,93417.0,68565.0,,,,,93967.0,33350.0,,,175677.0,41746.0,123030.0,70192.0,91494.0,45266.0,128048.0,15491.0,1.039119804400978
2022,602896,Artesia,6037554801,Census Tract 5548.01,95469.0,49783.0,82446.0,73300.0,,,,,149590.0,115757.0,,,63430.0,37508.0,132054.0,78703.0,,,109514.0,43998.0,1.039119804400978
2022,602896,Artesia,6037554802,Census Tract 5548.02,106957.0,19841.0,82766.0,27705.0,68668.0,64526.0,,,117931.0,6090.0,,,46424.0,19289.0,97917.0,5960.0,85727.0,41972.0,82336.0,65351.0,1.039119804400978
2022,602896,Artesia,6037554900,Census Tract 5549,85134.0,20962.0,108308.0,51999.0,,,,,78901.0,18310.0,,,75881.0,44951.0,133581.0,32028.0,106910.0,50812.0,109497.0,56824.0,1.039119804400978
2022,603274,Avalon,6037599000,Census Tract 5990,92321.0,15676.0,92580.0,15974.0,,,,,,,,,,,64127.0,35115.0,103469.0,43480.0,85280.0,25202.0,1.039119804400978
2022,603274,Avalon,6037599100,Census Tract 5991,,,,,,,,,,,,,,,,,,,,,1.039119804400978
2022,603344,Avocado Heights,6037408301,Census Tract 4083.01,83359.0,21331.0,70011.0,25180.0,,,,,130215.0,41123.0,,,82696.0,37079.0,82537.0,67297.0,,,81742.0,19222.0,1.039119804400978
2022,603344,Avocado Heights,6037408302,Census Tract 4083.02,104795.0,22894.0,103541.0,41325.0,,,,,132975.0,130291.0,,,79823.0,36920.0,122706.0,17774.0,129566.0,69718.0,102242.0,19863.0,1.039119804400978
2022,603344,Avocado Heights,6037408303,Census Tract 4083.03,112870.0,21120.0,119853.0,56676.0,,,,,,,,,114079.0,33427.0,132683.0,88877.0,140580.0,71506.0,116143.0,36322.0,1.039119804400978
2022,603344,Avocado Heights,6037980035,Census Tract 9800.35,68972.0,19705.0,115602.0,42801.0,,,,,,,,,66893.0,53397.0,,,79233.0,54114.0,69751.0,31836.0,1.039119804400978
2022,603386,Azusa,6037400602,Census Tract 4006.02,85575.0,10970.0,89553.0,13331.0,,,,,119313.0,11271.0,,,77366.0,19023.0,90235.0,27438.0,114396.0,57027.0,82616.0,11020.0,1.039119804400978
2022,603386,Azusa,6037400603,Census Tract 4006.03,98696.0,11742.0,95119.0,25694.0,102829.0,42515.0,,,122468.0,52731.0,,,,,106240.0,52347.0,104061.0,25663.0,90707.0,27879.0,1.039119804400978
2022,603386,Azusa,6037400605,Census Tract 4006.05,102308.0,17163.0,121416.0,21970.0,,,,,114645.0,21909.0,,,71765.0,71428.0,78056.0,31458.0,120538.0,38613.0,79599.0,28630.0,1.039119804400978
2022,603386,Azusa,6037400801,Census Tract 4008.01,122131.0,12889.0,116434.0,13752.0,249490.0,,,,180028.0,141800.0,,,105427.0,46760.0,107664.0,55600.0,111345.0,13903.0,122687.0,23667.0,1.039119804400978
2022,603386,Azusa,6037404000,Census Tract 4040,101054.0,18871.0,97118.0,10527.0,,,40413.0,526.0,,,,,158757.0,81855.0,99273.0,45785.0,95028.0,7968.0,117962.0,21364.0,1.039119804400978
2022,603386,Azusa,6037404100,Census Tract 4041,74375.0,18333.0,71822.0,21597.0,,,,,126193.0,73469.0,,,65107.0,25455.0,95093.0,62380.0,,,74773.0,20756.0,1.039119804400978
2022,603386,Azusa,6037404201,Census Tract 4042.01,65299.0,9398.0,67878.0,11548.0,,,,,53121.0,28273.0,,,72862.0,28662.0,,,54446.0,28021.0,72063.0,10931.0,1.039119804400978
2022,603386,Azusa,6037404203,Census Tract 4042.03,78280.0,11323.0,79623.0,22234.0,,,,,113870.0,19105.0,,,73713.0,36031.0,58112.0,21872.0,94062.0,12211.0,72846.0,11372.0,1.039119804400978
2022,603386,Azusa,6037404301,Census Tract 4043.01,70365.0,14994.0,69453.0,26836.0,,,,,168584.0,104958.0,,,69441.0,31122.0,74199.0,28832.0,32408.0,27261.0,72469.0,21588.0,1.039119804400978
2022,603386,Azusa,6037404302,Census Tract 4043.02,86790.0,20611.0,84347.0,26241.0,,,,,86767.0,73279.0,,,85804.0,53317.0,,,144144.0,31163.0,75022.0,18045.0,1.039119804400978
2022,603386,Azusa,6037404401,Census Tract 4044.01,95859.0,13939.0,104215.0,21050.0,102002.0,11564.0,,,68842.0,18855.0,,,85050.0,27317.0,103959.0,49051.0,106380.0,69511.0,91665.0,18478.0,1.039119804400978
2022,603386,Azusa,6037404402,Census Tract 4044.02,93936.0,14082.0,101871.0,49957.0,,,,,95981.0,32329.0,,,114586.0,39680.0,,,,,89716.0,23818.0,1.039119804400978
2022,603386,Azusa,6037404501,Census Tract 4045.01,61981.0,12456.0,60805.0,35234.0,,,12123.0,11583.0,,,,,64837.0,28972.0,67914.0,9420.0,,,68563.0,14537.0,1.039119804400978
2022,603386,Azusa,6037404503,Census Tract 4045.03,89798.0,11715.0,105308.0,14282.0,,,,,111613.0,56759.0,,,66965.0,21610.0,66417.0,20864.0,110636.0,101121.0,69677.0,22812.0,1.039119804400978
2022,603386,Azusa,6037404504,Census Tract 4045.04,74817.0,13459.0,73754.0,21937.0,,,,,56157.0,15235.0,,,83179.0,15116.0,109879.0,52843.0,,,83527.0,13478.0,1.039119804400978
2022,603666,Baldwin Park,6037404701,Census Tract 4047.01,96582.0,4695.0,106510.0,38705.0,,,98190.0,57420.0,85727.0,40426.0,,,73332.0,24678.0,79926.0,43332.0,,,94969.0,16322.0,1.039119804400978
2022,603666,Baldwin Park,6037404702,Census Tract 4047.02,71862.0,18360.0,72657.0,40726.0,,,,,91100.0,35178.0,,,52782.0,33638.0,61308.0,42064.0,,,67729.0,10935.0,1.039119804400978
2022,603666,Baldwin Park,6037404703,Census Tract 4047.03,83000.0,20622.0,70940.0,26673.0,,,,,,,,,82630.0,52631.0,73388.0,58552.0,97417.0,87249.0,80921.0,13195.0,1.039119804400978
2022,603666,Baldwin Park,6037404804,Census Tract 4048.04,81831.0,15312.0,79882.0,34087.0,,,112139.0,100051.0,116311.0,89697.0,,,106659.0,7323.0,57801.0,33384.0,,,76964.0,10143.0,1.039119804400978
2022,603666,Baldwin Park,6037404805,Census Tract 4048.05,63249.0,6374.0,59849.0,9021.0,,,,,,,,,80921.0,29277.0,66082.0,23308.0,,,64259.0,5367.0,1.039119804400978
2022,603666,Baldwin Park,6037404806,Census Tract 4048.06,79550.0,10073.0,80316.0,11458.0,,,126120.0,25442.0,94255.0,16878.0,,,78305.0,23262.0,,,77628.0,53454.0,78282.0,16752.0,1.039119804400978
2022,603666,Baldwin Park,6037404901,Census Tract 4049.01,94938.0,27788.0,81831.0,43401.0,,,,,94560.0,40985.0,,,128395.0,39465.0,69131.0,29740.0,74297.0,16975.0,96065.0,39839.0,1.039119804400978
2022,603666,Baldwin Park,6037404902,Census Tract 4049.02,81110.0,11100.0,98716.0,34381.0,,,,,112247.0,29460.0,,,75336.0,31278.0,58112.0,27748.0,,,64017.0,33253.0,1.039119804400978
2022,603666,Baldwin Park,6037404903,Census Tract 4049.03,73801.0,12376.0,71850.0,22018.0,,,136684.0,39491.0,61129.0,24654.0,,,84212.0,59731.0,79003.0,12516.0,66893.0,20984.0,79921.0,16924.0,1.039119804400978
2022,603666,Baldwin Park,6037405001,Census Tract 4050.01,81019.0,3977.0,85678.0,77269.0,,,81349.0,15351.0,,,,,70883.0,33019.0,85128.0,24708.0,73172.0,50851.0,82587.0,6065.0,1.039119804400978
2022,603666,Baldwin Park,6037405002,Census Tract 4050.02,72332.0,18995.0,89129.0,18910.0,,,,,60642.0,16835.0,,,76821.0,70279.0,56399.0,47690.0,,,72414.0,26558.0,1.039119804400978
2022,603666,Baldwin Park,6037405101,Census Tract 4051.01,77311.0,14405.0,,,,,,,46304.0,41869.0,,,83779.0,66286.0,84578.0,21129.0,,,82737.0,14050.0,1.039119804400978
2022,603666,Baldwin Park,6037405102,Census Tract 4051.02,67666.0,17345.0,84547.0,16103.0,86702.0,59051.0,,,54677.0,26019.0,,,54554.0,23295.0,76840.0,32151.0,82480.0,69499.0,74087.0,21132.0,1.039119804400978
2022,603666,Baldwin Park,6037405201,Census Tract 4052.01,69167.0,17397.0,66079.0,16469.0,,,,,83186.0,57932.0,,,74746.0,31360.0,74037.0,41110.0,74849.0,58167.0,67775.0,19605.0,1.039119804400978
2022,603666,Baldwin Park,6037405202,Census Tract 4052.02,74645.0,14846.0,73975.0,44557.0,,,,,63906.0,25632.0,,,115083.0,69218.0,52865.0,28176.0,27124.0,7017.0,90119.0,31628.0,1.039119804400978
2022,603666,Baldwin Park,6037405203,Census Tract 4052.03,92964.0,25537.0,105730.0,44173.0,,,,,115602.0,66414.0,,,64783.0,23686.0,,,127598.0,51129.0,74037.0,35744.0,1.039119804400978
2022,603666,Baldwin Park,6037406903,Census Tract 4069.03,84036.0,18523.0,83248.0,32715.0,33933.0,29377.0,,,65058.0,35626.0,,,82176.0,11464.0,115212.0,64189.0,,,86420.0,23044.0,1.039119804400978
2022,603666,Baldwin Park,6037407001,Census Tract 4070.01,87225.0,7896.0,84769.0,12157.0,,,85541.0,48443.0,89743.0,55907.0,,,98793.0,37756.0,86507.0,55444.0,68270.0,50276.0,87639.0,13775.0,1.039119804400978
2022,603666,Baldwin Park,6037407002,Census Tract 4070.02,85327.0,25897.0,85356.0,51072.0,,,,,,,,,104056.0,21772.0,81051.0,66226.0,,,96348.0,26711.0,1.039119804400978
2022,604870,Bell,6037532304,Census Tract 5323.04,60529.0,25713.0,49995.0,4269.0,,,,,,,,,68100.0,59520.0,,,,,51523.0,14378.0,1.039119804400978
2022,604870,Bell,6037533201,Census Tract 5332.01,70357.0,22501.0,47800.0,42413.0,,,,,,,,,74398.0,33327.0,73564.0,39115.0,,,70357.0,22501.0,1.039119804400978
2022,604870,Bell,6037533601,Census Tract 5336.01,61889.0,10121.0,39017.0,24363.0,,,,,,,,,64231.0,26964.0,66321.0,34450.0,,,63692.0,11937.0,1.039119804400978
2022,604870,Bell,6037533602,Census Tract 5336.02,53297.0,8181.0,61410.0,5852.0,,,,,,,,,41479.0,7022.0,35011.0,31302.0,,,51161.0,8766.0,1.039119804400978
2022,604870,Bell,6037533603,Census Tract 5336.03,52760.0,12482.0,66517.0,16524.0,,,70902.0,59263.0,,,,,65474.0,37457.0,36448.0,17793.0,,,52945.0,12759.0,1.039119804400978
2022,604870,Bell,6037533803,Census Tract 5338.03,45900.0,6663.0,44432.0,14148.0,,,,,,,,,70990.0,45927.0,43465.0,9790.0,37428.0,1433.0,47555.0,12327.0,1.039119804400978
2022,604870,Bell,6037533804,Census Tract 5338.04,60399.0,9084.0,51307.0,21133.0,,,,,,,,,95049.0,20066.0,72812.0,35035.0,,,59647.0,11008.0,1.039119804400978
2022,604870,Bell,6037533805,Census Tract 5338.05,68568.0,16161.0,72698.0,24752.0,,,,,,,,,96799.0,61836.0,58522.0,20851.0,,,71510.0,15725.0,1.039119804400978
2022,604870,Bell,6037533806,Census Tract 5338.06,74506.0,12639.0,68452.0,17026.0,,,83000.0,66448.0,,,,,112907.0,29082.0,,,63702.0,14108.0,74939.0,14768.0,1.039119804400978
2022,604996,Bell Gardens,6037533901,Census Tract 5339.01,53873.0,12140.0,33740.0,20529.0,,,35761.0,21507.0,,,,,55983.0,22205.0,63956.0,2468.0,,,53936.0,11865.0,1.039119804400978
2022,604996,Bell Gardens,6037533902,Census Tract 5339.02,55915.0,10339.0,62799.0,15615.0,,,,,,,,,62718.0,34833.0,52086.0,19171.0,,,56471.0,10808.0,1.039119804400978
2022,604996,Bell Gardens,6037534001,Census Tract 5340.01,64113.0,8392.0,58404.0,8452.0,,,,,,,,,81451.0,24803.0,68143.0,12233.0,,,63413.0,8459.0,1.039119804400978
2022,604996,Bell Gardens,6037534002,Census Tract 5340.02,69367.0,22300.0,54329.0,20171.0,,,,,,,,,58306.0,22234.0,85600.0,23082.0,,,69058.0,20085.0,1.039119804400978
2022,604996,Bell Gardens,6037534101,Census Tract 5341.01,54009.0,9005.0,52040.0,31140.0,,,,,,,,,57379.0,18606.0,94093.0,63980.0,,,54009.0,8926.0,1.039119804400978
2022,604996,Bell Gardens,6037534102,Census Tract 5341.02,52324.0,12381.0,56319.0,14664.0,,,,,,,,,52919.0,19426.0,45395.0,15120.0,,,53235.0,10515.0,1.039119804400978
2022,604996,Bell Gardens,6037534201,Census Tract 5342.01,52971.0,13647.0,54554.0,17556.0,,,,,,,,,51696.0,34143.0,41472.0,32785.0,,,53417.0,14022.0,1.039119804400978
2022,604996,Bell Gardens,6037534202,Census Tract 5342.02,52424.0,11839.0,48579.0,12054.0,,,,,,,,,78150.0,25975.0,,,,,53151.0,11448.0,1.039119804400978
2022,604996,Bell Gardens,6037534203,Census Tract 5342.03,46829.0,6722.0,39175.0,7025.0,,,,,,,,,88780.0,22373.0,47679.0,12247.0,,,46574.0,7106.0,1.039119804400978
2022,604982,Bellflower,6037553100,Census Tract 5531,100665.0,15173.0,119585.0,37483.0,108572.0,64307.0,,,102213.0,41021.0,,,76594.0,35457.0,79233.0,47477.0,116122.0,43551.0,78713.0,41272.0,1.039119804400978
2022,604982,Bellflower,6037553201,Census Tract 5532.01,99582.0,17259.0,87171.0,7065.0,,,,,,,,,100612.0,60357.0,,,77244.0,7246.0,104030.0,34548.0,1.039119804400978
2022,604982,Bellflower,6037553202,Census Tract 5532.02,131838.0,22925.0,117782.0,36711.0,133380.0,45855.0,,,,,,,123306.0,44950.0,173013.0,67855.0,92576.0,43900.0,135149.0,9578.0,1.039119804400978
2022,604982,Bellflower,6037553300,Census Tract 5533,101805.0,16180.0,86633.0,23310.0,187951.0,79205.0,,,124839.0,36569.0,,,102713.0,7529.0,,,85889.0,60359.0,100231.0,26507.0,1.039119804400978
2022,604982,Bellflower,6037554001,Census Tract 5540.01,85136.0,7809.0,85485.0,20110.0,124608.0,28039.0,,,67738.0,67089.0,,,92222.0,71687.0,72429.0,21114.0,85378.0,13056.0,92417.0,50905.0,1.039119804400978
2022,604982,Bellflower,6037554002,Census Tract 5540.02,70110.0,26968.0,102400.0,11562.0,41295.0,25056.0,,,68100.0,22327.0,,,68842.0,31986.0,54159.0,53043.0,102246.0,37386.0,76148.0,25137.0,1.039119804400978
2022,604982,Bellflower,6037554101,Census Tract 5541.01,64945.0,13533.0,70790.0,57487.0,,,,,88217.0,43161.0,,,66244.0,37869.0,40266.0,23341.0,41965.0,7554.0,68950.0,21285.0,1.039119804400978
