YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2019,600212,Acton,6037910205,Census Tract 9102.05,78228.0,12104.0,67252.0,17467.0,,,,,214254.0,41994.0,,,77849.0,15835.0,,,81367.0,31969.0,66256.0,33770.0
2019,600212,Acton,6037910804,Census Tract 9108.04,116361.0,24816.0,118064.0,36159.0,,,,,,,,,,,,,129687.0,42359.0,115419.0,50291.0
2019,600212,Acton,6037910805,Census Tract 9108.05,125851.0,24619.0,134877.0,26984.0,,,,,189744.0,102867.0,,,,,,,135369.0,28613.0,102905.0,73056.0
2019,600212,Acton,6037910812,Census Tract 9108.12,97515.0,44575.0,94899.0,22594.0,,,,,,,,,,,,,93405.0,19401.0,250001.0,
2019,600212,Acton,6037910813,Census Tract 9108.13,126377.0,29545.0,127217.0,30994.0,,,,,,,,,,,,,118562.0,35720.0,129411.0,36551.0
2019,600394,Agoura Hills,6037800324,Census Tract 8003.24,171865.0,31176.0,172226.0,32348.0,,,,,189722.0,57875.0,,,,,222155.0,165860.0,176688.0,37309.0,98088.0,40525.0
2019,600394,Agoura Hills,6037800326,Census Tract 8003.26,160139.0,31306.0,161232.0,31661.0,65224.0,55054.0,,,240445.0,92884.0,,,,,,,167429.0,31004.0,72947.0,37173.0
2019,600394,Agoura Hills,6037800327,Census Tract 8003.27,110878.0,20253.0,112804.0,27498.0,,,,,,,,,,,137829.0,64734.0,123689.0,27331.0,,
2019,600394,Agoura Hills,6037800328,Census Tract 8003.28,126283.0,24458.0,120554.0,13889.0,,,,,206799.0,89244.0,,,,,250001.0,100901.0,121579.0,7792.0,164725.0,116835.0
2019,600394,Agoura Hills,6037800329,Census Tract 8003.29,112684.0,29558.0,132779.0,23604.0,,,,,100330.0,57610.0,,,,,,,134302.0,22130.0,51363.0,48169.0
2019,600394,Agoura Hills,6037800332,Census Tract 8003.32,166359.0,56344.0,160336.0,59026.0,,,,,250001.0,157586.0,,,,,,,164550.0,55945.0,,
2019,600450,Agua Dulce,6037910804,Census Tract 9108.04,116361.0,24816.0,118064.0,36159.0,,,,,,,,,,,,,129687.0,42359.0,115419.0,50291.0
2019,600450,Agua Dulce,6037910808,Census Tract 9108.08,140855.0,33529.0,144735.0,29448.0,,,,,,,,,97640.0,64202.0,,,145386.0,20295.0,119985.0,44500.0
2019,600450,Agua Dulce,6037910810,Census Tract 9108.10,176847.0,21689.0,176260.0,38970.0,250001.0,148348.0,,,163770.0,14091.0,,,175922.0,24324.0,,,204445.0,18866.0,102265.0,43143.0
2019,600450,Agua Dulce,6037910813,Census Tract 9108.13,126377.0,29545.0,127217.0,30994.0,,,,,,,,,,,,,118562.0,35720.0,129411.0,36551.0
