YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2012,600212,Acton,6037910205,Census Tract 9102.05,128570.0,32819.0,131379.0,15222.0,,,,,213798.0,250001.0,3333.0,,74091.0,115980.0,,,131260.0,43635.0,120557.0,109754.0
2012,600212,Acton,6037910804,Census Tract 9108.04,128627.0,15864.0,129877.0,18160.0,,,,,208380.0,79402.0,,,112038.0,29483.0,,,129574.0,18576.0,112594.0,8725.0
2012,600212,Acton,6037910805,Census Tract 9108.05,108964.0,24264.0,103228.0,24730.0,,,,,233885.0,8354.0,,,131165.0,52005.0,,,103100.0,24241.0,82764.0,67803.0
2012,600212,Acton,6037910812,Census Tract 9108.12,85322.0,31884.0,85322.0,31884.0,,,,,,,,,,,,,84261.0,28026.0,151094.0,126363.0
2012,600212,Acton,6037910813,Census Tract 9108.13,136242.0,41223.0,134423.0,32096.0,,,,,250001.0,,,,,,148366.0,250001.0,132963.0,31935.0,197464.0,89201.0
2012,600394,Agoura Hills,6037800324,Census Tract 8003.24,165632.0,8859.0,163890.0,9515.0,,,,,235608.0,64200.0,,,,,187626.0,90662.0,160636.0,13674.0,164643.0,71309.0
2012,600394,Agoura Hills,6037800326,Census Tract 8003.26,141664.0,16721.0,141834.0,16120.0,43040.0,250001.0,,,215805.0,83532.0,,,,,99826.0,9297.0,142685.0,18627.0,83185.0,95885.0
2012,600394,Agoura Hills,6037800327,Census Tract 8003.27,91656.0,26361.0,90607.0,25504.0,,,,,139274.0,70349.0,,,47788.0,40118.0,179251.0,250001.0,91100.0,23717.0,66840.0,95753.0
2012,600394,Agoura Hills,6037800328,Census Tract 8003.28,112669.0,24396.0,112152.0,22817.0,,,,,224415.0,6025.0,,,,,,,111117.0,24223.0,171974.0,27583.0
2012,600394,Agoura Hills,6037800329,Census Tract 8003.29,136766.0,18663.0,128673.0,16449.0,172097.0,63347.0,,,163215.0,18874.0,,,117734.0,13174.0,181412.0,99478.0,128885.0,18144.0,118464.0,53873.0
2012,600394,Agoura Hills,6037800332,Census Tract 8003.32,181040.0,18209.0,190161.0,24351.0,,,,,174776.0,104062.0,,,133630.0,219712.0,,,195841.0,24766.0,128930.0,7280.0
2012,600450,Agua Dulce,6037910804,Census Tract 9108.04,128627.0,15864.0,129877.0,18160.0,,,,,208380.0,79402.0,,,112038.0,29483.0,,,129574.0,18576.0,112594.0,8725.0
2012,600450,Agua Dulce,6037910808,Census Tract 9108.08,118490.0,13754.0,118798.0,15047.0,,,,,107405.0,63158.0,,,,,126567.0,28312.0,118582.0,24604.0,118836.0,14123.0
2012,600450,Agua Dulce,6037910810,Census Tract 9108.10,140254.0,38258.0,148584.0,12868.0,56377.0,219860.0,,,72159.0,250001.0,,,89026.0,83108.0,52890.0,17133.0,150534.0,11415.0,89913.0,69885.0
2012,600450,Agua Dulce,6037910813,Census Tract 9108.13,136242.0,41223.0,134423.0,32096.0,,,,,250001.0,,,,,,148366.0,250001.0,132963.0,31935.0,197464.0,89201.0
2012,600884,Alhambra,6037480302,Census Tract 4803.02,91576.0,16668.0,107495.0,18696.0,42633.0,88205.0,,,72934.0,36044.0,,,106805.0,110221.0,85892.0,34092.0,110673.0,16429.0,88866.0,38229.0
2012,600884,Alhambra,6037480303,Census Tract 4803.03,66636.0,22369.0,66037.0,17227.0,163474.0,71661.0,,,64352.0,13003.0,,,102848.0,6303.0,40194.0,47013.0,65459.0,45023.0,92058.0,21631.0
2012,600884,Alhambra,6037480304,Census Tract 4803.04,49630.0,8990.0,40009.0,22470.0,250001.0,250001.0,,,45394.0,8347.0,,,61819.0,28522.0,,,38875.0,44513.0,57631.0,21569.0
2012,600884,Alhambra,6037480400,Census Tract 4804,108871.0,20834.0,95688.0,43483.0,,,,,122719.0,25820.0,,,31770.0,4740.0,,,107952.0,30951.0,73906.0,91190.0
2012,600884,Alhambra,6037480500,Census Tract 4805,136097.0,21710.0,155812.0,54922.0,250001.0,,,,122847.0,112800.0,,,90778.0,155820.0,81429.0,92813.0,180554.0,37203.0,91384.0,27106.0
2012,600884,Alhambra,6037480704,Census Tract 4807.04,102523.0,19764.0,100356.0,27703.0,165974.0,144204.0,,,92142.0,15665.0,,,142869.0,157368.0,135197.0,77475.0,102273.0,25178.0,112298.0,21077.0
2012,600884,Alhambra,6037480802,Census Tract 4808.02,77765.0,15185.0,89385.0,55554.0,,,,,67515.0,25003.0,,,56193.0,68134.0,,,159592.0,92579.0,74865.0,21099.0
2012,600884,Alhambra,6037480803,Census Tract 4808.03,103800.0,15910.0,81685.0,31571.0,,,,,109442.0,91394.0,,,204045.0,160952.0,81030.0,18048.0,126827.0,9198.0,95973.0,24436.0
2012,600884,Alhambra,6037480804,Census Tract 4808.04,72823.0,17527.0,66247.0,35169.0,250001.0,116806.0,,,72958.0,25466.0,,,68611.0,23965.0,89413.0,17049.0,95149.0,27230.0,64889.0,14621.0
2012,600884,Alhambra,6037480901,Census Tract 4809.01,64993.0,9010.0,70504.0,21534.0,,,,,70773.0,16453.0,,,23339.0,66484.0,,,40426.0,51406.0,61503.0,18083.0
2012,600884,Alhambra,6037480902,Census Tract 4809.02,55280.0,13126.0,45361.0,14354.0,55012.0,115354.0,,,55876.0,16788.0,,,101451.0,50870.0,,,44783.0,26747.0,73062.0,22638.0
2012,600884,Alhambra,6037480903,Census Tract 4809.03,75573.0,24436.0,100022.0,70657.0,171586.0,571.0,,,50551.0,22285.0,,,105467.0,51174.0,,,180596.0,152969.0,96465.0,51663.0
2012,600884,Alhambra,6037481001,Census Tract 4810.01,48832.0,13043.0,47788.0,12655.0,3667.0,3586.0,,,42972.0,25012.0,,,66732.0,26474.0,39009.0,181286.0,46985.0,15018.0,56858.0,12852.0
2012,600884,Alhambra,6037481002,Census Tract 4810.02,76361.0,11859.0,101504.0,32955.0,32507.0,13696.0,,,67423.0,13132.0,,,85019.0,48715.0,120253.0,121186.0,105374.0,19867.0,97446.0,32601.0
2012,600884,Alhambra,6037481500,Census Tract 4815,79163.0,12935.0,66515.0,21760.0,,,,,79288.0,17044.0,,,91732.0,61215.0,130268.0,84844.0,59407.0,17053.0,92589.0,37760.0
2012,600884,Alhambra,6037481603,Census Tract 4816.03,58258.0,12693.0,99942.0,31312.0,,,,,55846.0,19024.0,,,55846.0,29509.0,16337.0,221407.0,118360.0,49526.0,57631.0,30336.0
2012,600884,Alhambra,6037481604,Census Tract 4816.04,62406.0,6854.0,60452.0,38971.0,52713.0,97378.0,,,60670.0,12251.0,,,87217.0,29026.0,,,48970.0,94070.0,86889.0,43134.0
2012,600884,Alhambra,6037481605,Census Tract 4816.05,70365.0,25954.0,103870.0,19306.0,,,,,52596.0,29724.0,,,74139.0,56997.0,,,103784.0,14351.0,59116.0,41975.0
2012,600884,Alhambra,6037481606,Census Tract 4816.06,49866.0,11509.0,71683.0,41341.0,164734.0,60824.0,,,41780.0,15630.0,,,53763.0,99122.0,,,86558.0,200467.0,55638.0,36089.0
2012,600884,Alhambra,6037481800,Census Tract 4818,106929.0,27908.0,118226.0,28112.0,,,,,94188.0,18639.0,,,45635.0,63223.0,,,82018.0,42719.0,193932.0,177664.0
2012,600884,Alhambra,6037481901,Census Tract 4819.01,94217.0,18269.0,80542.0,10553.0,,,117147.0,186195.0,114232.0,31519.0,,,117838.0,77312.0,136905.0,86658.0,81167.0,36575.0,88896.0,26779.0
2012,600884,Alhambra,6037481902,Census Tract 4819.02,70518.0,6810.0,72702.0,23034.0,,,,,66459.0,11756.0,,,90332.0,84003.0,114143.0,120300.0,56309.0,129221.0,72516.0,25379.0
2012,601150,Alondra Park,6037603702,Census Tract 6037.02,101992.0,11475.0,96164.0,20012.0,36272.0,73330.0,,,110233.0,34605.0,219215.0,191703.0,104885.0,15932.0,95277.0,40553.0,100578.0,34444.0,103640.0,15554.0
2012,601150,Alondra Park,6037603704,Census Tract 6037.04,45828.0,4818.0,31036.0,4585.0,61050.0,13214.0,,,22985.0,19750.0,,,55046.0,9130.0,42317.0,9642.0,40565.0,20511.0,45243.0,6536.0
2012,601290,Altadena,6037460100,Census Tract 4601,141003.0,30468.0,148173.0,21186.0,176841.0,120535.0,,,177672.0,130876.0,,,62322.0,151122.0,48447.0,1364.0,153582.0,30103.0,119928.0,74553.0
2012,601290,Altadena,6037460200,Census Tract 4602,116346.0,10736.0,128483.0,17440.0,89764.0,26743.0,,,109018.0,29283.0,9279.0,132341.0,120910.0,33407.0,63139.0,56887.0,131312.0,22578.0,115928.0,19910.0
2012,601290,Altadena,6037460301,Census Tract 4603.01,132359.0,10212.0,134673.0,54910.0,88505.0,19843.0,,,172765.0,37248.0,,,151367.0,97910.0,141937.0,77132.0,139198.0,79292.0,117526.0,54596.0
2012,601290,Altadena,6037460302,Census Tract 4603.02,99498.0,17927.0,106836.0,28856.0,95819.0,43006.0,,,3333.0,,,,92104.0,85992.0,250001.0,,125861.0,31715.0,96840.0,49967.0
