YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2014,600212,Acton,6037910205,Census Tract 9102.05,105153.0,54470.0,127874.0,37031.0,,,,,,,,,26968.0,5933.0,,,105961.0,49407.0,69941.0,110376.0
2014,600212,Acton,6037910804,Census Tract 9108.04,118760.0,19846.0,126480.0,19505.0,,,,,,,,,111564.0,2670.0,,,126970.0,20438.0,112010.0,7479.0
2014,600212,Acton,6037910805,Census Tract 9108.05,103578.0,30406.0,118721.0,24892.0,,,,,,,,,63994.0,16043.0,,,115385.0,27361.0,64229.0,43609.0
2014,600212,Acton,6037910812,Census Tract 9108.12,97320.0,42246.0,97320.0,42246.0,,,,,,,,,,,,,92877.0,41002.0,,
2014,600212,Acton,6037910813,Census Tract 9108.13,105261.0,24760.0,102730.0,24414.0,,,,,,,,,,,239549.0,210365.0,113399.0,23087.0,91920.0,44896.0
2014,600394,Agoura Hills,6037800324,Census Tract 8003.24,153915.0,13435.0,152476.0,12383.0,,,,,250001.0,50561.0,,,,,124476.0,142449.0,150794.0,13566.0,162671.0,62468.0
2014,600394,Agoura Hills,6037800326,Census Tract 8003.26,141800.0,15499.0,140469.0,13248.0,,,,,172584.0,101265.0,,,,,104589.0,73185.0,140262.0,13469.0,139059.0,113719.0
2014,600394,Agoura Hills,6037800327,Census Tract 8003.27,92212.0,23111.0,92410.0,24299.0,,,,,121467.0,48477.0,,,34445.0,78725.0,175896.0,219679.0,100451.0,20417.0,75044.0,78031.0
2014,600394,Agoura Hills,6037800328,Census Tract 8003.28,110632.0,25232.0,106122.0,24534.0,,,,,90325.0,247624.0,,,,,,,95979.0,23689.0,169602.0,1337.0
2014,600394,Agoura Hills,6037800329,Census Tract 8003.29,133896.0,21704.0,135682.0,22413.0,,,,,113607.0,105426.0,,,,,183022.0,24557.0,135704.0,23936.0,118301.0,39370.0
2014,600394,Agoura Hills,6037800332,Census Tract 8003.32,181555.0,30027.0,195692.0,22564.0,,,,,106500.0,168470.0,,,132865.0,180958.0,,,195622.0,22373.0,134355.0,29545.0
2014,600450,Agua Dulce,6037910804,Census Tract 9108.04,118760.0,19846.0,126480.0,19505.0,,,,,,,,,111564.0,2670.0,,,126970.0,20438.0,112010.0,7479.0
2014,600450,Agua Dulce,6037910808,Census Tract 9108.08,106399.0,11515.0,105930.0,12029.0,,,,,107899.0,123497.0,,,,,158726.0,153353.0,106607.0,14363.0,116567.0,44734.0
2014,600450,Agua Dulce,6037910810,Census Tract 9108.10,140102.0,19338.0,152373.0,14037.0,58002.0,168584.0,,,38160.0,81175.0,,,86177.0,77685.0,62592.0,14070.0,154616.0,15420.0,86955.0,78243.0
2014,600450,Agua Dulce,6037910813,Census Tract 9108.13,105261.0,24760.0,102730.0,24414.0,,,,,,,,,,,239549.0,210365.0,113399.0,23087.0,91920.0,44896.0
2014,600884,Alhambra,6037480302,Census Tract 4803.02,77633.0,22713.0,100864.0,26449.0,41521.0,5559.0,,,59177.0,14417.0,,,66303.0,83864.0,116635.0,59475.0,110242.0,26122.0,83259.0,36936.0
2014,600884,Alhambra,6037480303,Census Tract 4803.03,65806.0,13347.0,80811.0,57892.0,60505.0,90741.0,,,56241.0,17272.0,,,89055.0,41044.0,,,47870.0,118320.0,79507.0,24151.0
2014,600884,Alhambra,6037480304,Census Tract 4803.04,52109.0,9592.0,58621.0,12010.0,112878.0,250001.0,,,48887.0,10666.0,,,56906.0,31027.0,,,44958.0,45143.0,59158.0,15397.0
2014,600884,Alhambra,6037480400,Census Tract 4804,84014.0,16206.0,86934.0,24587.0,,,,,87485.0,19244.0,,,38170.0,6703.0,,,86292.0,13956.0,62008.0,74757.0
2014,600884,Alhambra,6037480500,Census Tract 4805,125451.0,11028.0,130533.0,34406.0,,,,,116945.0,55790.0,,,136532.0,107912.0,77358.0,77616.0,169199.0,41694.0,105054.0,30139.0
2014,600884,Alhambra,6037480704,Census Tract 4807.04,95636.0,15240.0,86023.0,25357.0,,,,,93875.0,35804.0,,,116592.0,56257.0,114683.0,62212.0,102915.0,40145.0,85788.0,27229.0
2014,600884,Alhambra,6037480802,Census Tract 4808.02,85217.0,23298.0,90147.0,27886.0,,,,,85461.0,21303.0,,,53465.0,82357.0,,,109676.0,114785.0,73732.0,40978.0
2014,600884,Alhambra,6037480803,Census Tract 4808.03,88251.0,8858.0,71764.0,15681.0,,,,,107168.0,34290.0,,,106440.0,183334.0,81122.0,34232.0,89808.0,45102.0,75285.0,12083.0
2014,600884,Alhambra,6037480804,Census Tract 4808.04,69501.0,8512.0,64251.0,24003.0,173640.0,250001.0,,,68499.0,18198.0,,,72081.0,18800.0,75594.0,38978.0,90686.0,45832.0,66226.0,16416.0
2014,600884,Alhambra,6037480901,Census Tract 4809.01,66682.0,13146.0,57665.0,24663.0,28469.0,109812.0,,,71394.0,14919.0,,,61885.0,91241.0,,,26578.0,68035.0,61939.0,25002.0
2014,600884,Alhambra,6037480902,Census Tract 4809.02,47606.0,9255.0,34959.0,10887.0,,,,,47178.0,21417.0,,,85932.0,54476.0,110299.0,58974.0,28382.0,15747.0,69764.0,39040.0
2014,600884,Alhambra,6037480903,Census Tract 4809.03,73069.0,16512.0,74090.0,60359.0,,,,,59441.0,27410.0,,,90777.0,84052.0,,,44958.0,39772.0,103700.0,40934.0
