YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2023,600212,Acton,6037910213,Census Tract 9102.13,142237.0,23371.0,143542.0,111159.0,,,,,,,,,142634.0,3125.0,,,200446.0,103402.0,140197.0,20484.0
2023,600212,Acton,6037910804,Census Tract 9108.04,140726.0,32241.0,152857.0,17068.0,,,,,107000.0,2214.0,,,,,,,159479.0,18921.0,,
2023,600212,Acton,6037910814,Census Tract 9108.14,122159.0,22234.0,116392.0,31549.0,,,,,,,,,151923.0,123680.0,,,116580.0,44189.0,,
2023,600212,Acton,6037910815,Census Tract 9108.15,93767.0,15296.0,95588.0,26792.0,,,,,,,,,107500.0,44136.0,,,92065.0,27681.0,93885.0,34324.0
2023,600394,Agoura Hills,6037800324,Census Tract 8003.24,158351.0,40389.0,159356.0,68624.0,,,,,,,,,,,206000.0,36682.0,158864.0,64568.0,108560.0,88921.0
2023,600394,Agoura Hills,6037800328,Census Tract 8003.28,250001.0,,250001.0,,,,,,250001.0,,,,,,,,250001.0,,250001.0,
2023,600394,Agoura Hills,6037800333,Census Tract 8003.33,112120.0,26240.0,104107.0,33738.0,,,,,118717.0,44588.0,,,,,138388.0,34195.0,110184.0,34764.0,,
2023,600394,Agoura Hills,6037800334,Census Tract 8003.34,191101.0,26291.0,195985.0,44771.0,,,,,,,,,,,226607.0,66624.0,196553.0,54662.0,,
2023,600394,Agoura Hills,6037800335,Census Tract 8003.35,134167.0,42621.0,138672.0,42618.0,,,,,97976.0,85430.0,,,,,,,139375.0,44322.0,,
2023,600394,Agoura Hills,6037800336,Census Tract 8003.36,208500.0,43478.0,207396.0,62454.0,,,,,250001.0,,,,,,204676.0,65837.0,203250.0,67742.0,250001.0,
2023,600394,Agoura Hills,6037800338,Census Tract 8003.38,214833.0,25667.0,221944.0,28044.0,,,,,177571.0,118971.0,,,,,217708.0,80098.0,221875.0,27575.0,250001.0,
2023,600450,Agua Dulce,6037910808,Census Tract 9108.08,113889.0,20980.0,125774.0,17600.0,,,,,176375.0,78932.0,,,145714.0,66911.0,104883.0,13841.0,127625.0,13124.0,105952.0,16180.0
2023,600450,Agua Dulce,6037910810,Census Tract 9108.10,155139.0,38722.0,187396.0,68290.0,96058.0,12277.0,,,,,,,,,102243.0,38527.0,202969.0,56892.0,107396.0,59156.0
2023,600450,Agua Dulce,6037910814,Census Tract 9108.14,122159.0,22234.0,116392.0,31549.0,,,,,,,,,151923.0,123680.0,,,116580.0,44189.0,,
2023,600884,Alhambra,6037480302,Census Tract 4803.02,106607.0,18601.0,95463.0,13197.0,,,,,84708.0,33834.0,,,250001.0,,153018.0,91622.0,106735.0,105446.0,97407.0,37335.0
2023,600884,Alhambra,6037480303,Census Tract 4803.03,94497.0,3906.0,104167.0,40048.0,99500.0,30564.0,,,94730.0,16577.0,,,93148.0,24031.0,79722.0,15980.0,95987.0,29102.0,94398.0,8905.0
2023,600884,Alhambra,6037480304,Census Tract 4803.04,76780.0,7099.0,81197.0,17785.0,,,,,73750.0,16174.0,,,90707.0,37167.0,56719.0,33999.0,82324.0,52729.0,76719.0,16854.0
2023,600884,Alhambra,6037480400,Census Tract 4804,90580.0,6521.0,90833.0,57607.0,,,,,89609.0,10371.0,,,91817.0,32478.0,212891.0,187728.0,90365.0,46666.0,92233.0,28821.0
2023,600884,Alhambra,6037480802,Census Tract 4808.02,106447.0,36747.0,120259.0,90237.0,,,,,104375.0,86555.0,,,98958.0,75009.0,118223.0,43017.0,250001.0,,98750.0,49553.0
2023,600884,Alhambra,6037480803,Census Tract 4808.03,102619.0,26378.0,144125.0,35461.0,,,,,81250.0,44652.0,,,78750.0,40572.0,111133.0,55656.0,156029.0,36299.0,89500.0,30870.0
2023,600884,Alhambra,6037480804,Census Tract 4808.04,87530.0,11055.0,87778.0,31250.0,95268.0,12375.0,,,101613.0,42959.0,,,57784.0,15761.0,,,118209.0,18755.0,72757.0,29238.0
2023,600884,Alhambra,6037480901,Census Tract 4809.01,73211.0,17137.0,75938.0,44193.0,,,,,71250.0,26597.0,,,74137.0,19560.0,,,76406.0,69121.0,59688.0,41598.0
2023,600884,Alhambra,6037480902,Census Tract 4809.02,64732.0,17272.0,117981.0,59471.0,,,,,36410.0,22400.0,,,81684.0,6428.0,,,117981.0,80828.0,81786.0,6592.0
2023,600884,Alhambra,6037480903,Census Tract 4809.03,86667.0,26818.0,128431.0,10452.0,,,,,63077.0,29615.0,,,120917.0,31554.0,101786.0,41803.0,128724.0,1111.0,116250.0,23599.0
2023,600884,Alhambra,6037481001,Census Tract 4810.01,71339.0,11073.0,61958.0,10191.0,,,,,69950.0,23418.0,,,83125.0,25969.0,76296.0,37055.0,66406.0,26519.0,62380.0,20277.0
2023,600884,Alhambra,6037481002,Census Tract 4810.02,84098.0,10262.0,110066.0,35950.0,,,,,88125.0,34170.0,,,71021.0,3933.0,104120.0,6805.0,99821.0,28735.0,72338.0,17361.0
2023,600884,Alhambra,6037481500,Census Tract 4815,78479.0,8374.0,73194.0,70855.0,,,250001.0,,80662.0,20954.0,,,77686.0,68242.0,,,,,78074.0,43474.0
2023,600884,Alhambra,6037481603,Census Tract 4816.03,81974.0,18663.0,113646.0,54995.0,,,,,103750.0,16510.0,,,46744.0,16276.0,,,135313.0,64593.0,45988.0,8120.0
2023,600884,Alhambra,6037481604,Census Tract 4816.04,79609.0,31035.0,,,,,,,57241.0,17143.0,,,108910.0,36673.0,129250.0,127624.0,36055.0,31895.0,118750.0,29054.0
2023,600884,Alhambra,6037481605,Census Tract 4816.05,88542.0,25856.0,100234.0,50158.0,,,,,60900.0,9697.0,,,115208.0,32997.0,192824.0,97070.0,100469.0,45459.0,118194.0,15343.0
2023,600884,Alhambra,6037481606,Census Tract 4816.06,73344.0,7852.0,,,,,,,69479.0,11730.0,,,78843.0,41771.0,102788.0,47912.0,,,88409.0,15325.0
2023,600884,Alhambra,6037481800,Census Tract 4818,126875.0,18956.0,117708.0,104000.0,,,,,125536.0,39249.0,,,135987.0,19756.0,,,121500.0,50074.0,135395.0,41619.0
2023,600884,Alhambra,6037481901,Census Tract 4819.01,119110.0,17959.0,143214.0,17467.0,,,,,99167.0,62206.0,,,99250.0,71573.0,117529.0,32564.0,164583.0,74639.0,119128.0,19250.0
2023,600884,Alhambra,6037481902,Census Tract 4819.02,83963.0,11696.0,64226.0,22006.0,,,,,91444.0,13345.0,,,83079.0,20911.0,202672.0,174581.0,54200.0,51045.0,83598.0,12561.0
2023,601150,Alondra Park,6037603702,Census Tract 6037.02,113464.0,18767.0,97500.0,26752.0,,,,,105265.0,53874.0,,,164440.0,27906.0,209750.0,133095.0,102750.0,24443.0,151875.0,32019.0
2023,601150,Alondra Park,6037603706,Census Tract 6037.06,72656.0,15582.0,53894.0,7698.0,,,148472.0,126447.0,111500.0,98032.0,,,49907.0,22695.0,75463.0,3893.0,,,73229.0,22259.0
