YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2020,600212,Acton,6037910213,Census Tract 9102.13,106994.0,80998.0,,,,,,,,,,,95866.0,91496.0,,,,,69761.0,48382.0
2020,600212,Acton,6037910804,Census Tract 9108.04,115383.0,23199.0,125363.0,37933.0,,,,,,,,,,,,,144102.0,55160.0,88123.0,59309.0
2020,600212,Acton,6037910814,Census Tract 9108.14,108402.0,13796.0,109332.0,13071.0,,,,,,,,,,,,,103977.0,12913.0,132356.0,104046.0
2020,600212,Acton,6037910815,Census Tract 9108.15,120820.0,10984.0,123218.0,24711.0,,,,,,,,,84067.0,68321.0,,,123038.0,25898.0,102919.0,54841.0
2020,600394,Agoura Hills,6037800324,Census Tract 8003.24,156146.0,20287.0,159039.0,29097.0,,,,,187344.0,66102.0,,,,,,,169608.0,33280.0,96133.0,56257.0
2020,600394,Agoura Hills,6037800328,Census Tract 8003.28,250001.0,49443.0,241729.0,65472.0,,,,,250001.0,,,,,,,,250001.0,63316.0,,
2020,600394,Agoura Hills,6037800333,Census Tract 8003.33,109299.0,25109.0,108241.0,30014.0,,,,,,,,,,,136716.0,20794.0,111172.0,49967.0,,
2020,600394,Agoura Hills,6037800334,Census Tract 8003.34,127041.0,31134.0,131754.0,36365.0,,,,,,,,,,,,,129584.0,37799.0,,
2020,600394,Agoura Hills,6037800335,Census Tract 8003.35,146503.0,26085.0,150662.0,28015.0,,,,,250001.0,143625.0,,,,,,,148960.0,27193.0,,
2020,600394,Agoura Hills,6037800336,Census Tract 8003.36,206105.0,32376.0,209566.0,56122.0,,,,,144794.0,107508.0,,,,,240009.0,120419.0,193821.0,49742.0,250001.0,139928.0
2020,600394,Agoura Hills,6037800338,Census Tract 8003.38,200886.0,25119.0,193953.0,20279.0,,,,,154492.0,69118.0,,,250001.0,,,,200914.0,23900.0,,
2020,600450,Agua Dulce,6037910808,Census Tract 9108.08,118884.0,43540.0,142247.0,30212.0,,,,,119598.0,43521.0,,,,,,,142687.0,27875.0,102538.0,21313.0
2020,600450,Agua Dulce,6037910810,Census Tract 9108.10,174770.0,30061.0,176350.0,65620.0,226145.0,197600.0,,,162787.0,85899.0,,,175508.0,70675.0,188993.0,109443.0,207955.0,31447.0,96989.0,60611.0
2020,600450,Agua Dulce,6037910814,Census Tract 9108.14,108402.0,13796.0,109332.0,13071.0,,,,,,,,,,,,,103977.0,12913.0,132356.0,104046.0
2020,600884,Alhambra,6037480302,Census Tract 4803.02,95503.0,9690.0,94447.0,10943.0,,,,,77746.0,26018.0,,,101765.0,79469.0,136646.0,75434.0,92424.0,33863.0,100864.0,22017.0
2020,600884,Alhambra,6037480303,Census Tract 4803.03,83699.0,16707.0,96194.0,43053.0,107103.0,22751.0,,,84251.0,18224.0,,,56874.0,20196.0,98048.0,33605.0,67598.0,50949.0,82961.0,36904.0
2020,600884,Alhambra,6037480304,Census Tract 4803.04,65987.0,12383.0,80315.0,14884.0,,,,,50262.0,11855.0,,,80472.0,10433.0,58573.0,46754.0,81378.0,2983.0,74808.0,9864.0
2020,600884,Alhambra,6037480400,Census Tract 4804,78827.0,36581.0,66470.0,13346.0,,,,,70408.0,21588.0,,,151748.0,41209.0,,,67935.0,46083.0,119266.0,42701.0
2020,600884,Alhambra,6037480802,Census Tract 4808.02,85386.0,42078.0,119870.0,32172.0,,,,,77623.0,55063.0,,,64402.0,53970.0,118785.0,106676.0,,,104715.0,40895.0
2020,600884,Alhambra,6037480803,Census Tract 4808.03,95611.0,32511.0,119463.0,39137.0,,,,,112273.0,36954.0,,,61190.0,29450.0,,,155105.0,87839.0,90581.0,50362.0
2020,600884,Alhambra,6037480804,Census Tract 4808.04,85173.0,16553.0,86086.0,20649.0,94549.0,22684.0,,,91294.0,59047.0,,,97475.0,57559.0,50678.0,40138.0,117514.0,12412.0,74171.0,29789.0
2020,600884,Alhambra,6037480901,Census Tract 4809.01,77973.0,17645.0,65876.0,19479.0,,,,,64491.0,15308.0,,,87549.0,27968.0,,,62642.0,13619.0,87016.0,12044.0
2020,600884,Alhambra,6037480902,Census Tract 4809.02,56612.0,21424.0,72745.0,13748.0,,,30867.0,22692.0,35397.0,18922.0,,,66101.0,28769.0,90387.0,78855.0,72424.0,10954.0,70891.0,10363.0
2020,600884,Alhambra,6037480903,Census Tract 4809.03,73595.0,18003.0,127221.0,21211.0,,,,,55160.0,26192.0,,,56994.0,19861.0,99962.0,18123.0,127797.0,10258.0,58395.0,46171.0
2020,600884,Alhambra,6037481001,Census Tract 4810.01,74520.0,21658.0,48977.0,16597.0,,,,,86132.0,30727.0,,,89119.0,46753.0,,,32283.0,32028.0,65348.0,33607.0
2020,600884,Alhambra,6037481002,Census Tract 4810.02,84901.0,11067.0,97935.0,20218.0,,,,,64719.0,28021.0,,,82816.0,15390.0,81486.0,27067.0,98696.0,18411.0,81755.0,12088.0
2020,600884,Alhambra,6037481500,Census Tract 4815,78275.0,16735.0,58749.0,52812.0,89861.0,17884.0,,,88554.0,33469.0,,,72268.0,69627.0,,,,,71776.0,51254.0
2020,600884,Alhambra,6037481603,Census Tract 4816.03,58383.0,29085.0,,,,,33541.0,972.0,80275.0,32642.0,,,45149.0,10873.0,,,,,45245.0,12028.0
2020,600884,Alhambra,6037481604,Census Tract 4816.04,68950.0,16792.0,82860.0,27196.0,68826.0,42046.0,,,61767.0,22932.0,,,64209.0,64143.0,,,48670.0,35286.0,83352.0,30709.0
2020,600884,Alhambra,6037481605,Census Tract 4816.05,82002.0,30473.0,69564.0,25090.0,,,,,89849.0,30146.0,,,,,,,100382.0,73272.0,58568.0,9592.0
2020,600884,Alhambra,6037481606,Census Tract 4816.06,69660.0,7913.0,,,,,,,65189.0,9231.0,,,99962.0,60730.0,90481.0,12587.0,,,90686.0,27336.0
2020,600884,Alhambra,6037481800,Census Tract 4818,116935.0,20293.0,104926.0,48059.0,,,,,119758.0,34562.0,,,219508.0,116246.0,,,118283.0,53907.0,111794.0,96439.0
2020,600884,Alhambra,6037481901,Census Tract 4819.01,103007.0,15342.0,114925.0,20570.0,,,,,117693.0,35898.0,,,69006.0,50505.0,101005.0,61753.0,109323.0,44291.0,101286.0,25503.0
2020,600884,Alhambra,6037481902,Census Tract 4819.02,78139.0,15267.0,66369.0,30133.0,,,,,90287.0,22725.0,,,59273.0,32632.0,129280.0,59623.0,66184.0,31656.0,64661.0,28567.0
2020,601150,Alondra Park,6037603702,Census Tract 6037.02,114406.0,37322.0,109693.0,54283.0,,,,,114934.0,41512.0,,,175929.0,89842.0,,,121359.0,45028.0,108647.0,71718.0
