YEAR,FIPS,PLACE,GEO_ID,NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M
2010,600212,Acton,6037910205,Census Tract 9102.05,122261.0,14491.0,128201.0,22926.0,,,,,151675.0,163588.0,,,120659.0,71122.0,,,118748.0,24898.0,121848.0,44569.0
2010,600212,Acton,6037910804,Census Tract 9108.04,129957.0,20275.0,137282.0,19876.0,,,,,,,,,91196.0,53617.0,,,131873.0,20467.0,117445.0,46717.0
2010,600212,Acton,6037910805,Census Tract 9108.05,125900.0,18954.0,123572.0,23721.0,,,,,226951.0,59369.0,,,193272.0,193057.0,,,122453.0,25047.0,125420.0,107573.0
2010,600212,Acton,6037910812,Census Tract 9108.12,148317.0,50380.0,149195.0,74195.0,,,,,,,,,,,,,149195.0,74195.0,,
2010,600212,Acton,6037910813,Census Tract 9108.13,156551.0,56442.0,168969.0,57411.0,,,,,250001.0,,,,250001.0,250001.0,55495.0,37696.0,160203.0,59352.0,197292.0,80097.0
2010,600394,Agoura Hills,6037800324,Census Tract 8003.24,169316.0,24992.0,167106.0,20044.0,,,,,250001.0,45266.0,,,,,109761.0,73334.0,166702.0,17961.0,65408.0,68023.0
2010,600394,Agoura Hills,6037800326,Census Tract 8003.26,150462.0,40710.0,149227.0,36589.0,194057.0,234164.0,,,196616.0,83798.0,,,,,105487.0,38649.0,149188.0,42178.0,147725.0,143519.0
2010,600394,Agoura Hills,6037800327,Census Tract 8003.27,119119.0,20079.0,132042.0,34732.0,56462.0,46237.0,,,83418.0,80363.0,,,90582.0,52557.0,250001.0,,121116.0,33695.0,175710.0,99326.0
2010,600394,Agoura Hills,6037800328,Census Tract 8003.28,139265.0,28571.0,129061.0,23933.0,,,,,224421.0,6370.0,,,,,,,128052.0,21146.0,,
2010,600394,Agoura Hills,6037800329,Census Tract 8003.29,128388.0,9500.0,125918.0,10006.0,171519.0,17527.0,,,159812.0,20939.0,,,,,207952.0,59565.0,126386.0,10523.0,103003.0,153193.0
2010,600394,Agoura Hills,6037800332,Census Tract 8003.32,188262.0,30608.0,200547.0,34968.0,81487.0,61286.0,,,222517.0,183846.0,,,,,,,202074.0,30254.0,133871.0,19012.0
2010,600450,Agua Dulce,6037910804,Census Tract 9108.04,129957.0,20275.0,137282.0,19876.0,,,,,,,,,91196.0,53617.0,,,131873.0,20467.0,117445.0,46717.0
2010,600450,Agua Dulce,6037910808,Census Tract 9108.08,118286.0,14204.0,117956.0,15256.0,,,,,106541.0,88877.0,,,,,138347.0,13150.0,118296.0,21718.0,116212.0,47792.0
2010,600450,Agua Dulce,6037910810,Census Tract 9108.10,149275.0,33022.0,159507.0,24176.0,,,,,221103.0,153616.0,,,85481.0,11765.0,,,160805.0,23895.0,87237.0,53228.0
2010,600450,Agua Dulce,6037910813,Census Tract 9108.13,156551.0,56442.0,168969.0,57411.0,,,,,250001.0,,,,250001.0,250001.0,55495.0,37696.0,160203.0,59352.0,197292.0,80097.0
2010,600884,Alhambra,6037480302,Census Tract 4803.02,75608.0,14513.0,98094.0,48354.0,44469.0,123121.0,,,65095.0,10065.0,,,144006.0,78639.0,74637.0,18614.0,109252.0,20886.0,89565.0,65576.0
2010,600884,Alhambra,6037480303,Census Tract 4803.03,64793.0,10442.0,70407.0,18995.0,,,,,59585.0,14707.0,,,83014.0,48143.0,20242.0,30927.0,66166.0,48270.0,76101.0,27922.0
2010,600884,Alhambra,6037480304,Census Tract 4803.04,45484.0,6738.0,55100.0,57239.0,,,,,42539.0,16636.0,,,50886.0,25059.0,,,99178.0,94492.0,51061.0,19149.0
2010,600884,Alhambra,6037480400,Census Tract 4804,96151.0,26525.0,81370.0,17640.0,,,120718.0,12451.0,125742.0,27490.0,,,48410.0,120880.0,,,106062.0,36406.0,67624.0,21605.0
2010,600884,Alhambra,6037480500,Census Tract 4805,142805.0,56821.0,146582.0,93194.0,250001.0,,,,162008.0,79556.0,,,114631.0,133877.0,138221.0,60108.0,139206.0,81447.0,182467.0,42308.0
2010,600884,Alhambra,6037480704,Census Tract 4807.04,97315.0,9762.0,100604.0,12222.0,166532.0,73872.0,,,76722.0,18717.0,,,141784.0,30725.0,74261.0,213468.0,106462.0,20542.0,101595.0,32495.0
2010,600884,Alhambra,6037480802,Census Tract 4808.02,72288.0,12931.0,80371.0,28189.0,,,69130.0,43533.0,120239.0,116784.0,,,51807.0,3243.0,105119.0,150676.0,76101.0,113335.0,65458.0,22385.0
2010,600884,Alhambra,6037480803,Census Tract 4808.03,88440.0,12789.0,65681.0,49993.0,,,,,89565.0,152322.0,,,97117.0,28530.0,130659.0,216496.0,96706.0,36978.0,87670.0,30888.0
2010,600884,Alhambra,6037480804,Census Tract 4808.04,81784.0,12851.0,91627.0,27596.0,,,,,72687.0,13583.0,,,89174.0,19850.0,76474.0,19013.0,100102.0,8989.0,82158.0,33345.0
2010,600884,Alhambra,6037480901,Census Tract 4809.01,65226.0,11216.0,71680.0,20144.0,97388.0,50380.0,,,65292.0,14714.0,,,60120.0,40024.0,,,33207.0,14225.0,70986.0,22219.0
2010,600884,Alhambra,6037480902,Census Tract 4809.02,65375.0,16273.0,55973.0,6068.0,88350.0,122119.0,,,79088.0,10345.0,,,63009.0,8664.0,,,57469.0,34233.0,58941.0,8143.0
2010,600884,Alhambra,6037480903,Census Tract 4809.03,89565.0,29876.0,98597.0,56122.0,,,,,79163.0,52150.0,,,92108.0,42780.0,250001.0,,149056.0,112088.0,86053.0,33757.0
2010,600884,Alhambra,6037481001,Census Tract 4810.01,49776.0,9582.0,45256.0,13525.0,3511.0,,,,45836.0,13264.0,,,90463.0,15749.0,,,45995.0,16904.0,87887.0,69021.0
2010,600884,Alhambra,6037481002,Census Tract 4810.02,70949.0,11813.0,80093.0,11247.0,112512.0,177843.0,,,64832.0,10066.0,,,88454.0,32786.0,34963.0,86905.0,79801.0,37659.0,85267.0,12850.0
2010,600884,Alhambra,6037481500,Census Tract 4815,79239.0,10218.0,55696.0,19745.0,,,,,80231.0,10408.0,,,103147.0,31131.0,,,52937.0,15119.0,102561.0,25533.0
2010,600884,Alhambra,6037481603,Census Tract 4816.03,60226.0,5451.0,62957.0,64180.0,,,,,53739.0,21116.0,,,58323.0,44170.0,57076.0,117255.0,104980.0,66267.0,59581.0,10737.0
2010,600884,Alhambra,6037481604,Census Tract 4816.04,62407.0,4319.0,63092.0,71769.0,52005.0,35129.0,,,48392.0,28421.0,,,88462.0,35055.0,,,72706.0,99407.0,88013.0,51341.0
2010,600884,Alhambra,6037481605,Census Tract 4816.05,74136.0,23748.0,121260.0,67403.0,,,,,70267.0,55851.0,,,117298.0,31259.0,,,119587.0,67804.0,117518.0,46460.0
2010,600884,Alhambra,6037481606,Census Tract 4816.06,49148.0,8215.0,46380.0,10894.0,,,,,49059.0,8588.0,,,75391.0,32968.0,,,82289.0,75808.0,47273.0,4338.0
2010,600884,Alhambra,6037481800,Census Tract 4818,106736.0,27440.0,83886.0,66723.0,,,,,111079.0,40021.0,,,,,,,118445.0,42884.0,73100.0,36052.0
2010,600884,Alhambra,6037481901,Census Tract 4819.01,109082.0,22244.0,77475.0,30497.0,103113.0,94796.0,116284.0,60273.0,130452.0,25769.0,,,118432.0,24887.0,93077.0,133638.0,52685.0,29973.0,110840.0,20381.0
2010,600884,Alhambra,6037481902,Census Tract 4819.02,79743.0,27569.0,111141.0,69637.0,69706.0,250001.0,,,78325.0,33095.0,,,62656.0,94474.0,60827.0,24581.0,137017.0,135099.0,84045.0,41215.0
2010,601150,Alondra Park,6037603702,Census Tract 6037.02,103238.0,5617.0,98101.0,21060.0,61993.0,38117.0,,,104803.0,35041.0,216477.0,94787.0,107276.0,21345.0,155861.0,250001.0,101899.0,20832.0,105931.0,13804.0
2010,601150,Alondra Park,6037603704,Census Tract 6037.04,52406.0,6214.0,32197.0,5961.0,75369.0,15069.0,,,28567.0,19388.0,,,55416.0,6228.0,49646.0,51658.0,42787.0,15213.0,47417.0,11381.0
2010,601290,Altadena,6037460100,Census Tract 4601,143074.0,16921.0,152383.0,23892.0,128877.0,40961.0,,,179459.0,160294.0,,,79958.0,106763.0,80257.0,87563.0,150938.0,27611.0,149934.0,26619.0
2010,601290,Altadena,6037460200,Census Tract 4602,122179.0,6104.0,139397.0,30971.0,109323.0,20313.0,,,107089.0,30987.0,10099.0,143589.0,101199.0,52057.0,60764.0,30116.0,141372.0,31045.0,119615.0,33783.0
2010,601290,Altadena,6037460301,Census Tract 4603.01,131651.0,8078.0,186740.0,52996.0,119454.0,42598.0,,,171667.0,250001.0,,,,,137274.0,79996.0,189229.0,58868.0,125274.0,73575.0
2010,601290,Altadena,6037460302,Census Tract 4603.02,96358.0,13885.0,94752.0,21008.0,110036.0,17869.0,,,3511.0,,,,61968.0,10146.0,161568.0,235808.0,120252.0,36576.0,79906.0,26396.0
2010,601290,Altadena,6037460900,Census Tract 4609,71908.0,14110.0,69415.0,26780.0,69155.0,22891.0,,,114470.0,48376.0,,,71364.0,34268.0,71818.0,7670.0,127261.0,7528.0,66049.0,10028.0
2010,601290,Altadena,6037461000,Census Tract 4610,76899.0,13133.0,81349.0,54055.0,76207.0,12004.0,,,34733.0,135598.0,,,80316.0,76315.0,16859.0,56226.0,52427.0,115090.0,62288.0,51567.0
2010,601290,Altadena,6037461100,Census Tract 4611,96255.0,15348.0,126835.0,50569.0,96088.0,16768.0,,,109323.0,63127.0,,,86806.0,40535.0,52324.0,34267.0,165471.0,47028.0,67521.0,14054.0
2010,601290,Altadena,6037461200,Census Tract 4612,169647.0,36408.0,174363.0,37141.0,152201.0,100986.0,,,120925.0,154393.0,,,,,24426.0,250001.0,178172.0,40691.0,156475.0,98842.0
2010,601290,Altadena,6037461300,Census Tract 4613,102649.0,23529.0,100493.0,21616.0,120689.0,127550.0,,,149827.0,40273.0,,,42984.0,196408.0,44607.0,2187.0,92758.0,23193.0,51089.0,135023.0
2010,601290,Altadena,6037462500,Census Tract 4625,120018.0,19232.0,124183.0,12999.0,68218.0,2117.0,,,140805.0,48159.0,,,105261.0,56737.0,,,125939.0,9898.0,107127.0,22756.0
2010,602462,Arcadia,6037430400,Census Tract 4304,178442.0,16767.0,176458.0,31131.0,58804.0,231464.0,,,197318.0,36273.0,,,34082.0,188393.0,,,183192.0,15745.0,144788.0,48736.0
2010,602462,Arcadia,6037430600,Census Tract 4306,209943.0,48229.0,200555.0,62473.0,250001.0,,,,250001.0,139470.0,,,,,,,175013.0,59352.0,223353.0,54692.0
2010,602462,Arcadia,6037430701,Census Tract 4307.01,138658.0,18393.0,143630.0,20800.0,79229.0,111582.0,82116.0,13719.0,150723.0,46491.0,,,40073.0,97600.0,,,146721.0,21845.0,65125.0,38188.0
2010,602462,Arcadia,6037430721,Census Tract 4307.21,90229.0,17551.0,130629.0,58073.0,168593.0,250001.0,,,87318.0,51707.0,,,88128.0,65309.0,,,108492.0,58658.0,88607.0,38927.0
2010,602462,Arcadia,6037430723,Census Tract 4307.23,75250.0,15924.0,68794.0,19494.0,189667.0,250001.0,,,76000.0,26930.0,,,86931.0,106414.0,,,68370.0,17860.0,85467.0,43552.0
2010,602462,Arcadia,6037430724,Census Tract 4307.24,77345.0,11346.0,88826.0,16776.0,,,98786.0,83944.0,71894.0,21140.0,,,81550.0,23266.0,62441.0,47528.0,92522.0,25313.0,81241.0,26586.0
2010,602462,Arcadia,6037430801,Census Tract 4308.01,89760.0,13126.0,84339.0,25429.0,,,,,102469.0,15589.0,,,69025.0,42515.0,,,86471.0,14488.0,69150.0,13360.0
2010,602462,Arcadia,6037430802,Census Tract 4308.02,121030.0,27547.0,87775.0,39244.0,,,,,164495.0,37081.0,,,89823.0,776.0,,,87640.0,46890.0,89926.0,3917.0
2010,602462,Arcadia,6037430803,Census Tract 4308.03,123393.0,9107.0,119749.0,29619.0,,,,,125034.0,8246.0,,,,,250001.0,250001.0,106063.0,22138.0,246015.0,42363.0
2010,602462,Arcadia,6037430902,Census Tract 4309.02,95432.0,37457.0,79163.0,66818.0,96355.0,54583.0,,,108005.0,27483.0,,,61056.0,44420.0,24345.0,250001.0,105689.0,70180.0,59945.0,25455.0
2010,602462,Arcadia,6037431300,Census Tract 4313,107187.0,18769.0,111916.0,30671.0,232869.0,216914.0,,,90005.0,104196.0,,,59038.0,35560.0,,,109442.0,22799.0,93021.0,41531.0
2010,602462,Arcadia,6037431400,Census Tract 4314,107287.0,11744.0,81370.0,7106.0,,,,,128121.0,20994.0,,,106094.0,42655.0,,,75711.0,16640.0,109323.0,12715.0
2010,602462,Arcadia,6037431502,Census Tract 4315.02,99453.0,8351.0,90267.0,29872.0,,,,,103943.0,38224.0,,,91844.0,60997.0,51807.0,250001.0,86053.0,45847.0,92182.0,46342.0
2010,602462,Arcadia,6037431600,Census Tract 4316,121784.0,9673.0,119677.0,67630.0,,,,,126630.0,15742.0,,,116000.0,17135.0,,,120191.0,60051.0,116000.0,18912.0
2010,602462,Arcadia,6037431700,Census Tract 4317,103255.0,14461.0,82594.0,20334.0,108564.0,36828.0,,,121446.0,22468.0,,,,,250001.0,,93223.0,26438.0,62953.0,52569.0
