YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19013_001E_string,B19013_001M_string,B19013A_001E_string,B19013A_001M_string,B19013B_001E_string,B19013B_001M_string,B19013C_001E_string,B19013C_001M_string,B19013D_001E_string,B19013D_001M_string,B19013E_001E_string,B19013E_001M_string,B19013F_001E_string,B19013F_001M_string,B19013G_001E_string,B19013G_001M_string,B19013H_001E_string,B19013H_001M_string,B19013I_001E_string,B19013I_001M_string
2010,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,115181.0,26609.0,113631.0,27429.0,308325.0,256546.0,,,131244.0,74220.0,,,124511.0,78485.0,,,130385.0,53872.0,93570.0,3614.0,$115181,$26609,$113631,$27429,$308325,$256546,,,$131244,$74220,,,$124511,$78485,,,$130385,$53872,$93570,$3614
2011,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,132969.0,36657.0,134701.0,53263.0,308874.0,378681.0,,,130867.0,109143.0,,,125962.0,37060.0,,,169595.0,57408.0,93254.0,10887.0,$132969,$36657,$134701,$53263,$308874,$378681,,,$130867,$109143,,,$125962,$37060,,,$169595,$57408,$93254,$10887
2012,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,133077.0,17442.0,139977.0,54728.0,118405.0,139420.0,,,108681.0,27695.0,,,124754.0,21657.0,,,175720.0,37706.0,95925.0,35204.0,$133077,$17442,$139977,$54728,$118405,$139420,,,$108681,$27695,,,$124754,$21657,,,$175720,$37706,$95925,$35204
2013,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,134812.0,14366.0,138259.0,39337.0,55890.0,40493.0,,,136924.0,81776.0,,,123232.0,19265.0,,,175973.0,24844.0,93558.0,10529.0,$134812,$14366,$138259,$39337,$55890,$40493,,,$136924,$81776,,,$123232,$19265,,,$175973,$24844,$93558,$10529
2014,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,137552.0,22771.0,153655.0,40671.0,56162.0,74585.0,,,139253.0,93232.0,,,126215.0,63469.0,,,178742.0,32777.0,113940.0,25773.0,$137552,$22771,$153655,$40671,$56162,$74585,,,$139253,$93232,,,$126215,$63469,,,$178742,$32777,$113940,$25773
2015,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,116466.0,26840.0,118403.0,38068.0,54960.0,51870.0,,,199182.0,77486.0,,,,,,,144407.0,51381.0,113831.0,21316.0,$116466,$26840,$118403,$38068,$54960,$51870,,,$199182,$77486,,,,,,,$144407,$51381,$113831,$21316
2016,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,110283.0,12626.0,113615.0,31423.0,,,,,113479.0,42273.0,,,77720.0,56277.0,120606.0,47976.0,142565.0,50128.0,98648.0,42773.0,$110283,$12626,$113615,$31423,,,,,$113479,$42273,,,$77720,$56277,$120606,$47976,$142565,$50128,$98648,$42773
2017,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,116378.0,16782.0,129167.0,32739.0,55714.0,51513.0,,,190943.0,70544.0,,,78196.0,63158.0,117535.0,60977.0,136188.0,35624.0,79480.0,55542.0,$116378,$16782,$129167,$32739,$55714,$51513,,,$190943,$70544,,,$78196,$63158,$117535,$60977,$136188,$35624,$79480,$55542
2018,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,117849.0,12740.0,121859.0,21595.0,,,,,169788.0,72979.0,,,76456.0,55425.0,,,132689.0,22194.0,77532.0,41663.0,$117849,$12740,$121859,$21595,,,,,$169788,$72979,,,$76456,$55425,,,$132689,$22194,$77532,$41663
2019,6037463300,Census Tract 4633,San Pasqual,Los Angeles County,California,SanPasqual,125488.0,14063.0,134314.0,20710.0,127590.0,109815.0,,,128126.0,62228.0,,,77593.0,62780.0,,,135686.0,23148.0,79035.0,40869.0,$125488,$14063,$134314,$20710,$127590,$109815,,,$128126,$62228,,,$77593,$62780,,,$135686,$23148,$79035,$40869
