YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19013_001E_string,B19013_001M_string,B19013A_001E_string,B19013A_001M_string,B19013B_001E_string,B19013B_001M_string,B19013C_001E_string,B19013C_001M_string,B19013D_001E_string,B19013D_001M_string,B19013E_001E_string,B19013E_001M_string,B19013F_001E_string,B19013F_001M_string,B19013G_001E_string,B19013G_001M_string,B19013H_001E_string,B19013H_001M_string,B19013I_001E_string,B19013I_001M_string
2010,6037920326,Census Tract 9203.26,Stevenson Ranch,Los Angeles County,California,StevensonRanch,124494.0,10754.0,123737.0,11623.0,169177.0,92259.0,,,159820.0,89242.0,,,43280.0,138892.0,108960.0,104400.0,123783.0,17057.0,115562.0,26587.0,$124494,$10754,$123737,$11623,$169177,$92259,,,$159820,$89242,,,$43280,$138892,$108960,$104400,$123783,$17057,$115562,$26587
2010,6037920338,Census Tract 9203.38,Stevenson Ranch,Los Angeles County,California,StevensonRanch,191089.0,32077.0,191523.0,37344.0,70547.0,146712.0,,,170506.0,73562.0,,,244188.0,288383.0,220398.0,24712.0,196719.0,32829.0,221633.0,124959.0,$191089,$32077,$191523,$37344,$70547,$146712,,,$170506,$73562,,,$244188,$288383,$220398,$24712,$196719,$32829,$221633,$124959
2010,6037920339,Census Tract 9203.39,Stevenson Ranch,Los Angeles County,California,StevensonRanch,164074.0,36962.0,182585.0,35609.0,,,,,123801.0,21351.0,,,140142.0,199805.0,,,182676.0,34028.0,162844.0,29715.0,$164074,$36962,$182585,$35609,,,,,$123801,$21351,,,$140142,$199805,,,$182676,$34028,$162844,$29715
2011,6037920326,Census Tract 9203.26,Stevenson Ranch,Los Angeles County,California,StevensonRanch,122350.0,17051.0,120486.0,16902.0,168358.0,190682.0,,,124903.0,71169.0,,,89347.0,211628.0,109830.0,90108.0,114825.0,24392.0,124385.0,39495.0,$122350,$17051,$120486,$16902,$168358,$190682,,,$124903,$71169,,,$89347,$211628,$109830,$90108,$114825,$24392,$124385,$39495
2011,6037920338,Census Tract 9203.38,Stevenson Ranch,Los Angeles County,California,StevensonRanch,191864.0,27243.0,191396.0,27983.0,69649.0,317043.0,,,169012.0,112902.0,,,,,220179.0,18880.0,190706.0,25000.0,224102.0,24253.0,$191864,$27243,$191396,$27983,$69649,$317043,,,$169012,$112902,,,,,$220179,$18880,$190706,$25000,$224102,$24253
2011,6037920339,Census Tract 9203.39,Stevenson Ranch,Los Angeles County,California,StevensonRanch,179774.0,40243.0,189972.0,30892.0,,,,,130955.0,26050.0,,,141872.0,41425.0,,,185201.0,40149.0,162160.0,66296.0,$179774,$40243,$189972,$30892,,,,,$130955,$26050,,,$141872,$41425,,,$185201,$40149,$162160,$66296
2012,6037920326,Census Tract 9203.26,Stevenson Ranch,Los Angeles County,California,StevensonRanch,114679.0,17009.0,102388.0,24745.0,175705.0,43767.0,,,126813.0,47275.0,,,90777.0,195844.0,68363.0,88792.0,101245.0,24371.0,109947.0,65221.0,$114679,$17009,$102388,$24745,$175705,$43767,,,$126813,$47275,,,$90777,$195844,$68363,$88792,$101245,$24371,$109947,$65221
2012,6037920338,Census Tract 9203.38,Stevenson Ranch,Los Angeles County,California,StevensonRanch,201803.0,28350.0,197771.0,25463.0,221405.0,102023.0,,,125759.0,75023.0,,,,,230036.0,25714.0,196626.0,23707.0,221765.0,110692.0,$201803,$28350,$197771,$25463,$221405,$102023,,,$125759,$75023,,,,,$230036,$25714,$196626,$23707,$221765,$110692
2012,6037920339,Census Tract 9203.39,Stevenson Ranch,Los Angeles County,California,StevensonRanch,178958.0,36944.0,185813.0,22741.0,197954.0,299069.0,,,140016.0,55963.0,,,138809.0,1002.0,,,184032.0,39271.0,144308.0,56641.0,$178958,$36944,$185813,$22741,$197954,$299069,,,$140016,$55963,,,$138809,$1002,,,$184032,$39271,$144308,$56641
2013,6037920326,Census Tract 9203.26,Stevenson Ranch,Los Angeles County,California,StevensonRanch,115376.0,14590.0,105289.0,22534.0,144215.0,77784.0,,,138953.0,52814.0,,,57345.0,74133.0,109287.0,86305.0,101819.0,20335.0,122506.0,67694.0,$115376,$14590,$105289,$22534,$144215,$77784,,,$138953,$52814,,,$57345,$74133,$109287,$86305,$101819,$20335,$122506,$67694
