YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013B_001E,B19013B_001M
2016,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,,
2016,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2016,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2016,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2016,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2016,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,98750.0,63649.0
2016,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,103750.0,59698.0
2016,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2016,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2016,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,95938.0,54339.0
2016,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2016,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,30517.0,6579.0
2016,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,44764.0,27569.0
2016,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,,
