YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013B_001E,B19013B_001M
2022,06037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2022,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2022,06037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,,
2022,06037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,,
2022,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,06037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,06037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,06037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,06037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,06037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2022,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,
2022,06037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,,
2022,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,94250,30201
2022,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,90000,15594
2022,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,06037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,,
2022,06037603706,Census Tract 6037.06,Alondra Park,Los Angeles County,California,AlondraPark,50139,29958
2022,06037460101,Census Tract 4601.01,Altadena,Los Angeles County,California,Altadena,85644,37373
2022,06037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,118438,60962
2022,06037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,101964,89580
2022,06037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,41808,5999
2022,06037460401,Census Tract 4604.01,Altadena,Los Angeles County,California,Altadena,117981,36663
2022,06037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,144545,103327
2022,06037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,77222,58163
2022,06037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,188056,82247
2022,06037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2022,06037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,147386,86931
2022,06037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,73846,71966
2022,06037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,83464,721
2022,06037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,83500,43854
2022,06037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037431701,Census Tract 4317.01,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037432502,Census Tract 4325.02,Arcadia,Los Angeles County,California,Arcadia,,
2022,06037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,,
2022,06037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,66083,62097
2022,06037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,,
2022,06037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,,
2022,06037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2022,06037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2022,06037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2022,06037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2022,06037980035,Census Tract 9800.35,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2022,06037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,,
2022,06037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,98958,40914
2022,06037400605,Census Tract 4006.05,Azusa,Los Angeles County,California,Azusa,,
2022,06037400801,Census Tract 4008.01,Azusa,Los Angeles County,California,Azusa,250001,
2022,06037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,,
2022,06037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,,
2022,06037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,,
2022,06037404203,Census Tract 4042.03,Azusa,Los Angeles County,California,Azusa,,
2022,06037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,,
2022,06037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,,
2022,06037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,98162,11129
2022,06037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,,
2022,06037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,,
2022,06037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,,
2022,06037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,,
2022,06037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404804,Census Tract 4048.04,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404805,Census Tract 4048.05,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404806,Census Tract 4048.06,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,83438,56828
2022,06037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037406903,Census Tract 4069.03,Baldwin Park,Los Angeles County,California,BaldwinPark,32656,28271
2022,06037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2022,06037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,,
2022,06037533201,Census Tract 5332.01,Bell,Los Angeles County,California,Bell,,
2022,06037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,,
2022,06037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,,
2022,06037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,,
2022,06037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,,
2022,06037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,,
2022,06037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,,
2022,06037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,,
2022,06037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,104485,61886
2022,06037553201,Census Tract 5532.01,Bellflower,Los Angeles County,California,Bellflower,,
2022,06037553202,Census Tract 5532.02,Bellflower,Los Angeles County,California,Bellflower,128359,44129
2022,06037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,180875,76223
2022,06037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,119917,26983
2022,06037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,39740,24113
2022,06037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,,
2022,06037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,71250,51146
2022,06037554106,Census Tract 5541.06,Bellflower,Los Angeles County,California,Bellflower,126500,24952
2022,06037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,120444,109771
2022,06037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,,
2022,06037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,70714,42819
2022,06037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,71215,31376
2022,06037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,86528,55120
2022,06037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,71780,11089
2022,06037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,,
2022,06037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,45909,39000
2022,06037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,79368,5064
2022,06037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2022,06037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,,
2022,06037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2022,06037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,,
2022,06037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2022,06037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,,
