YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013B_001E,B19013B_001M
2011,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,,
2011,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2011,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2011,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2011,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2011,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2011,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,31625.0,142939.0
2011,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2011,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2011,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,132991.0,10096.0
2011,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2011,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2011,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2011,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,73393.0,59622.0
2011,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2011,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,31806.0,97425.0
2011,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,240904.0,105198.0
2011,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,121083.0,38955.0
2011,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,44239.0,14110.0
2011,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,14750.0,106734.0
2011,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,2499.0,
2011,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,24669.0,47428.0
2011,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,39786.0,40619.0
2011,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,,
2011,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,45809.0,27585.0
2011,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,54394.0,9463.0
2011,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,84659.0,42060.0
2011,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,75625.0,14210.0
2011,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,88750.0,41832.0
2011,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,77593.0,41529.0
2011,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,47865.0,23034.0
2011,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,54880.0,15375.0
2011,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,68527.0,11486.0
2011,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,91477.0,23487.0
2011,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,57102.0,163905.0
2011,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,50754.0,6541.0
2011,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,44602.0,196878.0
2011,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,56991.0,140885.0
2011,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,49167.0,50052.0
2011,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,45500.0,28329.0
2011,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,,
2011,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,,
