YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013B_001E,B19013B_001M
2018,06037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,,
2018,06037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2018,06037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,111369,78548
2018,06037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,63672,6134
2018,06037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,70368,11381
2018,06037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,94167,80689
2018,06037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,142000,77006
2018,06037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,,
2018,06037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,100060,84211
2018,06037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,206000,119467
2018,06037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,118333,31410
2018,06037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,142750,25110
2018,06037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,,
2018,06037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,88214,11653
2018,06037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,,
2018,06037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,,
2018,06037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2018,06037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2018,06037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2018,06037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2018,06037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2018,06037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2018,06037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,250001,
2018,06037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,,
2018,06037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,109271,52748
2018,06037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,89000,54170
2018,06037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,181875,12364
2018,06037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,,
2018,06037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,39250,8216
2018,06037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,,
2018,06037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,71750,64072
2018,06037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,,
2018,06037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,,
2018,06037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,75114,46990
2018,06037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,,
2018,06037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,,
2018,06037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,,
2018,06037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,,
2018,06037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,,
2018,06037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,26875,11376
2018,06037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,83056,38156
2018,06037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,38750,14678
2018,06037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2018,06037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,68854,39090
2018,06037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,100893,92956
2018,06037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,,
2018,06037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,,
2018,06037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,,
2018,06037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,,
2018,06037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,,
2018,06037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,,
2018,06037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,,
2018,06037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,,
2018,06037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,103056,59225
2018,06037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,,
2018,06037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,64048,10602
2018,06037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,86065,14762
2018,06037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,,
2018,06037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,101310,47304
2018,06037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,30163,13035
2018,06037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,,
2018,06037554103,Census Tract 5541.03,Bellflower,Los Angeles County,California,Bellflower,203188,89862
2018,06037554104,Census Tract 5541.04,Bellflower,Los Angeles County,California,Bellflower,65500,12671
2018,06037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,43478,14606
2018,06037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,100431,37808
2018,06037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,49271,16542
2018,06037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,37159,18903
2018,06037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,50938,19689
2018,06037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,93472,55778
2018,06037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,60179,27652
2018,06037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,22019,10486
2018,06037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,28214,25475
2018,06037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,,
2018,06037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037534201,Census Tract 5342.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037534202,Census Tract 5342.02,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037534203,Census Tract 5342.03,Bell Gardens,Los Angeles County,California,BellGardens,,
2018,06037261101,Census Tract 2611.01,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037261102,Census Tract 2611.02,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037265100,Census Tract 2651,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037269000,Census Tract 2690,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037700501,Census Tract 7005.01,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037700600,Census Tract 7006,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037700700,Census Tract 7007,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037700801,Census Tract 7008.01,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037700802,Census Tract 7008.02,Beverly Hills,Los Angeles County,California,BeverlyHills,102208,92287
2018,06037700901,Census Tract 7009.01,Beverly Hills,Los Angeles County,California,BeverlyHills,56685,21712
2018,06037700902,Census Tract 7009.02,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037701000,Census Tract 7010,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2018,06037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,,
2018,06037123103,Census Tract 1231.03,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310100,Census Tract 3101,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310201,Census Tract 3102.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310202,Census Tract 3102.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),80641,14698
2018,06037310300,Census Tract 3103,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310400,Census Tract 3104,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310501,Census Tract 3105.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310601,Census Tract 3106.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310602,Census Tract 3106.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310701,Census Tract 3107.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310702,Census Tract 3107.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),53881,489
2018,06037310703,Census Tract 3107.03,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310800,Census Tract 3108,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037310900,Census Tract 3109,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311000,Census Tract 3110,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311100,Census Tract 3111,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311200,Census Tract 3112,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311300,Census Tract 3113,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311400,Census Tract 3114,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311500,Census Tract 3115,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311600,Census Tract 3116,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311700,Census Tract 3117,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037311801,Census Tract 3118.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),45833,29480
2018,06037311802,Census Tract 3118.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037980001,Census Tract 9800.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2018,06037137402,Census Tract 1374.02,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037800101,Census Tract 8001.01,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037800102,Census Tract 8001.02,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037800202,Census Tract 8002.02,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037800203,Census Tract 8002.03,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037800204,Census Tract 8002.04,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037800328,Census Tract 8003.28,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037800329,Census Tract 8003.29,Calabasas,Los Angeles County,California,Calabasas,,
2018,06037291300,Census Tract 2913,Carson,Los Angeles County,California,Carson,,
2018,06037294110,Census Tract 2941.10,Carson,Los Angeles County,California,Carson,,
2018,06037541002,Census Tract 5410.02,Carson,Los Angeles County,California,Carson,90307,18914
2018,06037543100,Census Tract 5431,Carson,Los Angeles County,California,Carson,58229,21450
2018,06037543202,Census Tract 5432.02,Carson,Los Angeles County,California,Carson,30750,26336
2018,06037543304,Census Tract 5433.04,Carson,Los Angeles County,California,Carson,81935,10904
2018,06037543306,Census Tract 5433.06,Carson,Los Angeles County,California,Carson,68611,29332
2018,06037543321,Census Tract 5433.21,Carson,Los Angeles County,California,Carson,91346,25751
2018,06037543322,Census Tract 5433.22,Carson,Los Angeles County,California,Carson,98214,23298
2018,06037543400,Census Tract 5434,Carson,Los Angeles County,California,Carson,93929,79039
2018,06037543501,Census Tract 5435.01,Carson,Los Angeles County,California,Carson,35347,22751
2018,06037543601,Census Tract 5436.01,Carson,Los Angeles County,California,Carson,,
2018,06037543604,Census Tract 5436.04,Carson,Los Angeles County,California,Carson,78750,44076
2018,06037543701,Census Tract 5437.01,Carson,Los Angeles County,California,Carson,,
2018,06037543702,Census Tract 5437.02,Carson,Los Angeles County,California,Carson,73542,29173
2018,06037543703,Census Tract 5437.03,Carson,Los Angeles County,California,Carson,,
2018,06037543801,Census Tract 5438.01,Carson,Los Angeles County,California,Carson,132917,68916
2018,06037543802,Census Tract 5438.02,Carson,Los Angeles County,California,Carson,26127,15959
2018,06037543903,Census Tract 5439.03,Carson,Los Angeles County,California,Carson,39167,36754
2018,06037543905,Census Tract 5439.05,Carson,Los Angeles County,California,Carson,30588,22018
2018,06037544001,Census Tract 5440.01,Carson,Los Angeles County,California,Carson,38827,11512
2018,06037544002,Census Tract 5440.02,Carson,Los Angeles County,California,Carson,88661,24317
2018,06037572301,Census Tract 5723.01,Carson,Los Angeles County,California,Carson,80642,45731
2018,06037980002,Census Tract 9800.02,Carson,Los Angeles County,California,Carson,,
2018,06037980025,Census Tract 9800.25,Carson,Los Angeles County,California,Carson,,
2018,06037920102,Census Tract 9201.02,Castaic,Los Angeles County,California,Castaic,132868,59265
2018,06037920104,Census Tract 9201.04,Castaic,Los Angeles County,California,Castaic,,
2018,06037920116,Census Tract 9201.16,Castaic,Los Angeles County,California,Castaic,240263,202629
2018,06037920118,Census Tract 9201.18,Castaic,Los Angeles County,California,Castaic,,
2018,06037920119,Census Tract 9201.19,Castaic,Los Angeles County,California,Castaic,,
2018,06037504102,Census Tract 5041.02,Cerritos,Los Angeles County,California,Cerritos,,
2018,06037553000,Census Tract 5530,Cerritos,Los Angeles County,California,Cerritos,,
2018,06037554511,Census Tract 5545.11,Cerritos,Los Angeles County,California,Cerritos,118654,34605
2018,06037554512,Census Tract 5545.12,Cerritos,Los Angeles County,California,Cerritos,138365,91250
2018,06037554513,Census Tract 5545.13,Cerritos,Los Angeles County,California,Cerritos,66750,17227
2018,06037554514,Census Tract 5545.14,Cerritos,Los Angeles County,California,Cerritos,100060,84211
2018,06037554515,Census Tract 5545.15,Cerritos,Los Angeles County,California,Cerritos,206000,119467
2018,06037554516,Census Tract 5545.16,Cerritos,Los Angeles County,California,Cerritos,118333,31410
2018,06037554517,Census Tract 5545.17,Cerritos,Los Angeles County,California,Cerritos,88571,76630
2018,06037554518,Census Tract 5545.18,Cerritos,Los Angeles County,California,Cerritos,123580,38296
2018,06037554519,Census Tract 5545.19,Cerritos,Los Angeles County,California,Cerritos,250001,
2018,06037554521,Census Tract 5545.21,Cerritos,Los Angeles County,California,Cerritos,142750,25110
2018,06037554522,Census Tract 5545.22,Cerritos,Los Angeles County,California,Cerritos,120521,52623
2018,06037554900,Census Tract 5549,Cerritos,Los Angeles County,California,Cerritos,,
2018,06037403702,Census Tract 4037.02,Charter Oak,Los Angeles County,California,CharterOak,81750,55196
2018,06037403703,Census Tract 4037.03,Charter Oak,Los Angeles County,California,CharterOak,,
2018,06037403721,Census Tract 4037.21,Charter Oak,Los Angeles County,California,CharterOak,,
2018,06037403801,Census Tract 4038.01,Charter Oak,Los Angeles County,California,CharterOak,,
2018,06037403802,Census Tract 4038.02,Charter Oak,Los Angeles County,California,CharterOak,41277,12715
2018,06037400900,Census Tract 4009,Citrus,Los Angeles County,California,Citrus,,
2018,06037403801,Census Tract 4038.01,Citrus,Los Angeles County,California,Citrus,,
2018,06037403901,Census Tract 4039.01,Citrus,Los Angeles County,California,Citrus,,
2018,06037404000,Census Tract 4040,Citrus,Los Angeles County,California,Citrus,,
2018,06037404100,Census Tract 4041,Citrus,Los Angeles County,California,Citrus,39250,8216
2018,06037404201,Census Tract 4042.01,Citrus,Los Angeles County,California,Citrus,,
2018,06037404202,Census Tract 4042.02,Citrus,Los Angeles County,California,Citrus,71750,64072
2018,06037405900,Census Tract 4059,Citrus,Los Angeles County,California,Citrus,68636,38568
2018,06037400204,Census Tract 4002.04,Claremont,Los Angeles County,California,Claremont,186544,121953
2018,06037400205,Census Tract 4002.05,Claremont,Los Angeles County,California,Claremont,250001,
2018,06037400206,Census Tract 4002.06,Claremont,Los Angeles County,California,Claremont,88929,87414
2018,06037401701,Census Tract 4017.01,Claremont,Los Angeles County,California,Claremont,47969,10809
2018,06037401800,Census Tract 4018,Claremont,Los Angeles County,California,Claremont,,
2018,06037401901,Census Tract 4019.01,Claremont,Los Angeles County,California,Claremont,,
2018,06037401902,Census Tract 4019.02,Claremont,Los Angeles County,California,Claremont,28810,26110
2018,06037402001,Census Tract 4020.01,Claremont,Los Angeles County,California,Claremont,62644,16028
2018,06037402002,Census Tract 4020.02,Claremont,Los Angeles County,California,Claremont,25905,21034
2018,06037531302,Census Tract 5313.02,Commerce,Los Angeles County,California,Commerce,,
2018,06037531901,Census Tract 5319.01,Commerce,Los Angeles County,California,Commerce,,
2018,06037532001,Census Tract 5320.01,Commerce,Los Angeles County,California,Commerce,,
2018,06037532200,Census Tract 5322,Commerce,Los Angeles County,California,Commerce,46402,8045
2018,06037532302,Census Tract 5323.02,Commerce,Los Angeles County,California,Commerce,,
2018,06037532303,Census Tract 5323.03,Commerce,Los Angeles County,California,Commerce,,
2018,06037532304,Census Tract 5323.04,Commerce,Los Angeles County,California,Commerce,100893,92956
2018,06037532400,Census Tract 5324,Commerce,Los Angeles County,California,Commerce,,
2018,06037533703,Census Tract 5337.03,Commerce,Los Angeles County,California,Commerce,,
2018,06037541100,Census Tract 5411,Compton,Los Angeles County,California,Compton,47232,15719
2018,06037541200,Census Tract 5412,Compton,Los Angeles County,California,Compton,57292,13400
2018,06037541300,Census Tract 5413,Compton,Los Angeles County,California,Compton,28004,5020
2018,06037541603,Census Tract 5416.03,Compton,Los Angeles County,California,Compton,23571,11003
2018,06037541604,Census Tract 5416.04,Compton,Los Angeles County,California,Compton,26250,18906
2018,06037541605,Census Tract 5416.05,Compton,Los Angeles County,California,Compton,,
2018,06037541606,Census Tract 5416.06,Compton,Los Angeles County,California,Compton,22292,15823
2018,06037541801,Census Tract 5418.01,Compton,Los Angeles County,California,Compton,42288,19863
2018,06037541802,Census Tract 5418.02,Compton,Los Angeles County,California,Compton,90556,31877
2018,06037542000,Census Tract 5420,Compton,Los Angeles County,California,Compton,44315,11012
2018,06037542103,Census Tract 5421.03,Compton,Los Angeles County,California,Compton,41838,22320
2018,06037542104,Census Tract 5421.04,Compton,Los Angeles County,California,Compton,71750,26261
2018,06037542105,Census Tract 5421.05,Compton,Los Angeles County,California,Compton,,
2018,06037542106,Census Tract 5421.06,Compton,Los Angeles County,California,Compton,37250,14162
2018,06037542200,Census Tract 5422,Compton,Los Angeles County,California,Compton,47569,21974
2018,06037542401,Census Tract 5424.01,Compton,Los Angeles County,California,Compton,62870,22560
2018,06037542402,Census Tract 5424.02,Compton,Los Angeles County,California,Compton,52000,16243
2018,06037542501,Census Tract 5425.01,Compton,Los Angeles County,California,Compton,56198,11390
2018,06037542502,Census Tract 5425.02,Compton,Los Angeles County,California,Compton,18889,9651
2018,06037542601,Census Tract 5426.01,Compton,Los Angeles County,California,Compton,20500,6413
2018,06037542602,Census Tract 5426.02,Compton,Los Angeles County,California,Compton,50972,40476
2018,06037542700,Census Tract 5427,Compton,Los Angeles County,California,Compton,57422,11923
2018,06037542800,Census Tract 5428,Compton,Los Angeles County,California,Compton,56406,8492
2018,06037542900,Census Tract 5429,Compton,Los Angeles County,California,Compton,81250,18405
2018,06037543000,Census Tract 5430,Compton,Los Angeles County,California,Compton,68264,31614
2018,06037543100,Census Tract 5431,Compton,Los Angeles County,California,Compton,58229,21450
2018,06037543201,Census Tract 5432.01,Compton,Los Angeles County,California,Compton,50909,19744
2018,06037543202,Census Tract 5432.02,Compton,Los Angeles County,California,Compton,30750,26336
2018,06037543305,Census Tract 5433.05,Compton,Los Angeles County,California,Compton,62454,13981
2018,06037543321,Census Tract 5433.21,Compton,Los Angeles County,California,Compton,91346,25751
2018,06037403600,Census Tract 4036,Covina,Los Angeles County,California,Covina,73005,71495
