YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013H_001E,B19013H_001M
2016,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,76500.0,20548.0
2016,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,83750.0,23147.0
2016,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,94621.0,9888.0
2016,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,76250.0,24313.0
2016,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,100387.0,34181.0
2016,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,137692.0,38276.0
2016,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,130507.0,13410.0
2016,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,82260.0,8107.0
2016,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,73319.0,17889.0
2016,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,92607.0,16684.0
2016,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,148385.0,35114.0
2016,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,83750.0,23147.0
2016,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,86853.0,8109.0
2016,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,131563.0,18162.0
2016,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,100387.0,34181.0
2016,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,69609.0,43510.0
2016,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,28281.0,6407.0
2016,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,44107.0,37787.0
2016,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,74375.0,25260.0
2016,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,104952.0,28077.0
2016,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,84922.0,16729.0
2016,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,71217.0,28192.0
2016,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,61389.0,28959.0
2016,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,40313.0,23054.0
2016,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,21801.0,7631.0
2016,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,20500.0,15287.0
2016,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,33684.0,10158.0
2016,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,108636.0,48783.0
2016,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,62361.0,44070.0
2016,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,67125.0,61877.0
2016,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,37685.0,16155.0
2016,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,50781.0,47176.0
2016,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,,
2016,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,79250.0,17447.0
2016,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,63824.0,15676.0
2016,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,48295.0,34521.0
2016,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,64856.0,15116.0
2016,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,39706.0,13241.0
2016,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,126649.0,25382.0
2016,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,141118.0,17463.0
2016,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,123333.0,27582.0
2016,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,102031.0,12885.0
2016,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,91071.0,27792.0
2016,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,74018.0,38087.0
2016,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,103696.0,9213.0
2016,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,120221.0,14514.0
2016,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,90389.0,13382.0
2016,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,87267.0,24337.0
2016,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,121193.0,18358.0
2016,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,112639.0,28176.0
2016,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,93403.0,24767.0
2016,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,61782.0,23690.0
2016,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,71071.0,20789.0
2016,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,51250.0,33903.0
2016,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,73386.0,13098.0
2016,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,72222.0,24112.0
2016,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,80625.0,32680.0
2016,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,64250.0,36033.0
2016,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,80208.0,14371.0
2016,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,52054.0,15090.0
2016,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,78500.0,19042.0
2016,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,,
2016,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,79447.0,43859.0
2016,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,64531.0,17111.0
2016,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,77000.0,30116.0
2016,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,64222.0,19897.0
2016,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,57292.0,17806.0
2016,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,65508.0,15310.0
2016,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,62500.0,10177.0
2016,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,74833.0,30654.0
2016,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,91103.0,14538.0
2016,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,61318.0,9173.0
2016,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,,
2016,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,67063.0,16565.0
2016,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,60250.0,30048.0
2016,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,71712.0,22958.0
2016,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2016,6037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2016,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,42188.0,38941.0
2016,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,43854.0,24255.0
2016,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,59250.0,47703.0
2016,6037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,72333.0,8674.0
2016,6037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,135625.0,65864.0
2016,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,56357.0,9691.0
2016,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,71845.0,33025.0
2016,6037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,82361.0,17415.0
2016,6037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,80521.0,40170.0
2016,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,55719.0,14243.0
2016,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,27679.0,13650.0
2016,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,55188.0,17128.0
2016,6037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,49808.0,12989.0
2016,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,36250.0,19091.0
2016,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,67083.0,22120.0
2016,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,52981.0,8621.0
2016,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,70208.0,39478.0
2016,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,59185.0,20777.0
2016,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,,
2016,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,31719.0,31528.0
2016,6037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,80938.0,11657.0
2016,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2016,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,34722.0,27666.0
2016,6037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,18636.0,9891.0
2016,6037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2016,6037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,17500.0,9664.0
2016,6037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2016,6037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,50714.0,45010.0
2016,6037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,80694.0,33600.0
2016,6037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,68750.0,65933.0
2016,6037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,90066.0,88323.0
2016,6037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,61667.0,15555.0
2016,6037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,108375.0,49996.0
2016,6037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,30750.0,17759.0
2016,6037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,70938.0,20952.0
2016,6037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,35417.0,21615.0
2016,6037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2016,6037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,54250.0,36660.0
2016,6037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,71250.0,39731.0
2016,6037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,96042.0,60375.0
2016,6037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,,
2016,6037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,50972.0,37865.0
2016,6037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,29886.0,3998.0
2016,6037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,32031.0,16121.0
2016,6037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,,
2016,6037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,28571.0,22184.0
2016,6037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,33750.0,22266.0
2016,6037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,36333.0,8315.0
2016,6037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,,
2016,6037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,44737.0,11094.0
2016,6037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,66912.0,21278.0
2016,6037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,75743.0,14518.0
2016,6037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,73917.0,18159.0
2016,6037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,45069.0,7542.0
2016,6037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,42147.0,13413.0
2016,6037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,44018.0,20256.0
2016,6037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,46250.0,23467.0
2016,6037554103,Census Tract 5541.03,Bellflower,Los Angeles County,California,Bellflower,59167.0,27368.0
2016,6037554104,Census Tract 5541.04,Bellflower,Los Angeles County,California,Bellflower,75909.0,32871.0
2016,6037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,26719.0,13479.0
2016,6037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,76313.0,30464.0
2016,6037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,63214.0,38319.0
2016,6037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,21324.0,5764.0
2016,6037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,56760.0,1431.0
2016,6037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,55156.0,38139.0
2016,6037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,32054.0,16199.0
2016,6037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,45341.0,37451.0
2016,6037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,,
2016,6037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,79032.0,10524.0
2016,6037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,28824.0,28342.0
2016,6037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,23636.0,3325.0
2016,6037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2016,6037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,51250.0,27264.0
2016,6037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,,
2016,6037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,44722.0,41640.0
2016,6037534201,Census Tract 5342.01,Bell Gardens,Los Angeles County,California,BellGardens,20313.0,5212.0
2016,6037534202,Census Tract 5342.02,Bell Gardens,Los Angeles County,California,BellGardens,,
2016,6037534203,Census Tract 5342.03,Bell Gardens,Los Angeles County,California,BellGardens,,
2016,6037261101,Census Tract 2611.01,Beverly Hills,Los Angeles County,California,BeverlyHills,224028.0,37011.0
2016,6037261102,Census Tract 2611.02,Beverly Hills,Los Angeles County,California,BeverlyHills,167716.0,35215.0
2016,6037265100,Census Tract 2651,Beverly Hills,Los Angeles County,California,BeverlyHills,96484.0,13366.0
2016,6037269000,Census Tract 2690,Beverly Hills,Los Angeles County,California,BeverlyHills,126656.0,44715.0
2016,6037700501,Census Tract 7005.01,Beverly Hills,Los Angeles County,California,BeverlyHills,63125.0,23771.0
2016,6037700600,Census Tract 7006,Beverly Hills,Los Angeles County,California,BeverlyHills,176188.0,21933.0
2016,6037700700,Census Tract 7007,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2016,6037700801,Census Tract 7008.01,Beverly Hills,Los Angeles County,California,BeverlyHills,65781.0,23274.0
2016,6037700802,Census Tract 7008.02,Beverly Hills,Los Angeles County,California,BeverlyHills,74883.0,29327.0
2016,6037700901,Census Tract 7009.01,Beverly Hills,Los Angeles County,California,BeverlyHills,71250.0,18557.0
2016,6037700902,Census Tract 7009.02,Beverly Hills,Los Angeles County,California,BeverlyHills,86551.0,13249.0
2016,6037701000,Census Tract 7010,Beverly Hills,Los Angeles County,California,BeverlyHills,115324.0,19449.0
2016,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,85625.0,33852.0
2016,6037123103,Census Tract 1231.03,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),40104.0,9237.0
2016,6037310100,Census Tract 3101,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),124375.0,46455.0
2016,6037310201,Census Tract 3102.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),72593.0,10941.0
2016,6037310202,Census Tract 3102.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),64344.0,18191.0
2016,6037310300,Census Tract 3103,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),129018.0,31179.0
2016,6037310400,Census Tract 3104,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),82292.0,20712.0
2016,6037310501,Census Tract 3105.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),47036.0,11115.0
2016,6037310601,Census Tract 3106.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),48681.0,14625.0
2016,6037310602,Census Tract 3106.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),89231.0,9660.0
2016,6037310701,Census Tract 3107.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),21781.0,4921.0
2016,6037310702,Census Tract 3107.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),31136.0,6795.0
2016,6037310703,Census Tract 3107.03,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),30278.0,17312.0
2016,6037310800,Census Tract 3108,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),68304.0,14908.0
2016,6037310900,Census Tract 3109,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),61823.0,28981.0
2016,6037311000,Census Tract 3110,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),80673.0,21770.0
2016,6037311100,Census Tract 3111,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),97011.0,14639.0
2016,6037311200,Census Tract 3112,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),86080.0,17229.0
2016,6037311300,Census Tract 3113,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),81944.0,18737.0
2016,6037311400,Census Tract 3114,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),80577.0,13462.0
2016,6037311500,Census Tract 3115,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),74750.0,16530.0
2016,6037311600,Census Tract 3116,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),76654.0,17150.0
2016,6037311700,Census Tract 3117,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),78289.0,18380.0
2016,6037311801,Census Tract 3118.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),67534.0,12326.0
2016,6037311802,Census Tract 3118.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),52879.0,7411.0
