YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013H_001E,B19013H_001M
2015,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,62188.0,17181.0
2015,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,90469.0,17048.0
2015,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,88984.0,19680.0
2015,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,72361.0,27282.0
2015,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,97664.0,23028.0
2015,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,117391.0,7364.0
2015,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,114145.0,16909.0
2015,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,79554.0,12842.0
2015,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,69271.0,19838.0
2015,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,94630.0,18044.0
2015,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,149764.0,33748.0
2015,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,90469.0,17048.0
2015,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,82879.0,5225.0
2015,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,126667.0,17229.0
2015,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,97664.0,23028.0
2015,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,77143.0,25938.0
2015,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,20139.0,9101.0
2015,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,37250.0,35158.0
2015,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,70250.0,29250.0
2015,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,107250.0,29094.0
2015,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,81667.0,15955.0
2015,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,99628.0,19430.0
2015,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,66346.0,24968.0
2015,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,29250.0,18376.0
2015,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,21701.0,4162.0
2015,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,29773.0,19795.0
2015,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,30625.0,8546.0
2015,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,105987.0,31329.0
2015,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,62188.0,46792.0
2015,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,84792.0,54891.0
2015,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,71957.0,33733.0
2015,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,64844.0,10947.0
2015,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,60517.0,17399.0
2015,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,73051.0,19700.0
2015,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,38667.0,9734.0
2015,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,152618.0,27273.0
2015,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,118343.0,32720.0
2015,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,124375.0,39294.0
2015,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,95541.0,6902.0
2015,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,91667.0,26496.0
2015,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,73950.0,33949.0
2015,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,101658.0,12018.0
2015,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,112857.0,16623.0
2015,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,87238.0,13153.0
2015,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,101563.0,14937.0
2015,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,122121.0,29740.0
2015,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,114861.0,44859.0
2015,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,91250.0,40231.0
2015,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,61929.0,27794.0
2015,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,60259.0,15469.0
