YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013_001E,B19013_001M
2012,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,96406.0,24609.0
2012,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,96449.0,11895.0
2012,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,81705.0,18194.0
2012,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,63977.0,23908.0
2012,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,102159.0,30910.0
2012,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,124196.0,6643.0
2012,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,106224.0,12538.0
2012,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,68727.0,19766.0
2012,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,84483.0,18293.0
2012,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,102552.0,13994.0
2012,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,135750.0,13654.0
2012,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,96449.0,11895.0
2012,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,88848.0,10313.0
2012,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,105167.0,28687.0
2012,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,102159.0,30910.0
2012,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,68667.0,12498.0
2012,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,49966.0,16773.0
2012,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,37214.0,6741.0
2012,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,81635.0,15622.0
2012,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,102050.0,16279.0
2012,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,76875.0,14820.0
2012,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,58311.0,11386.0
2012,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,77833.0,11930.0
2012,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,54605.0,13142.0
2012,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,48734.0,6756.0
2012,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,41451.0,9842.0
2012,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,56667.0,18323.0
2012,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,36616.0,9780.0
2012,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,57258.0,8892.0
2012,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,59359.0,9699.0
2012,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,43684.0,9518.0
2012,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,46794.0,5139.0
2012,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,52762.0,19461.0
2012,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,37391.0,8630.0
2012,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,80179.0,20926.0
2012,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,70647.0,13699.0
2012,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,52877.0,5106.0
2012,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,76477.0,8604.0
2012,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,34363.0,3613.0
2012,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,105729.0,22846.0
2012,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,87240.0,8050.0
2012,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,99247.0,7657.0
2012,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,74607.0,13442.0
2012,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,48912.0,3616.0
2012,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,59264.0,5370.0
2012,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,63973.0,15415.0
2012,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,116667.0,24480.0
2012,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,69196.0,20767.0
2012,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,98482.0,10131.0
2012,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,109323.0,14251.0
2012,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,166146.0,35449.0
2012,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,97866.0,16505.0
2012,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,65224.0,10644.0
2012,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,51591.0,10477.0
2012,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,56133.0,9192.0
2012,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,66085.0,7521.0
2012,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,93125.0,25724.0
2012,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,81750.0,14255.0
2012,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,73358.0,9395.0
2012,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,81250.0,6419.0
2012,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,75110.0,26195.0
2012,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,64718.0,11017.0
2012,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,96509.0,12155.0
2012,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,74167.0,18577.0
2012,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,62117.0,11431.0
2012,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,58413.0,12867.0
2012,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,56191.0,5938.0
2012,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,61346.0,11241.0
2012,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,56487.0,6154.0
2012,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,65814.0,6042.0
2012,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,90506.0,19656.0
2012,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,96959.0,11898.0
2012,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,78766.0,6919.0
2012,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,62411.0,15339.0
2012,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,56875.0,8553.0
2012,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,60361.0,9428.0
2012,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,53295.0,21854.0
