YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013_001E,B19013_001M
2010,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,87022.0,10314.0
2010,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,92500.0,14431.0
2010,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,89612.0,13491.0
2010,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,105568.0,35859.0
2010,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,111429.0,40174.0
2010,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,120515.0,17789.0
2010,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,107095.0,28976.0
2010,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,84786.0,14292.0
2010,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,99125.0,20336.0
2010,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,91383.0,6762.0
2010,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,134000.0,21786.0
2010,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,92500.0,14431.0
2010,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,84193.0,10110.0
2010,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,106250.0,23504.0
2010,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,111429.0,40174.0
2010,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,53816.0,10330.0
2010,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,46118.0,7432.0
2010,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,32374.0,4796.0
2010,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,68438.0,18880.0
2010,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,101645.0,40444.0
2010,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,69266.0,6948.0
2010,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,51453.0,9204.0
