YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013_001E,B19013_001M
2017,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,62759.0,18393.0
2017,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,93448.0,13523.0
2017,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,84250.0,16301.0
2017,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,74844.0,20527.0
2017,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,90577.0,32810.0
2017,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,143491.0,30263.0
2017,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,132955.0,15562.0
2017,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,83975.0,14326.0
2017,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,99728.0,15722.0
2017,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,82180.0,10750.0
2017,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,140577.0,47689.0
2017,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,93448.0,13523.0
2017,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,96280.0,12410.0
2017,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,138875.0,10485.0
2017,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,90577.0,32810.0
2017,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,57109.0,15208.0
2017,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,48841.0,5622.0
2017,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,33065.0,12481.0
2017,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,61042.0,16869.0
2017,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,111250.0,18148.0
2017,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,75869.0,6734.0
2017,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,60000.0,25353.0
2017,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,71888.0,10018.0
2017,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,59706.0,7181.0
2017,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,63082.0,13623.0
2017,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,46563.0,8978.0
2017,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,67143.0,26708.0
2017,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,45818.0,6414.0
2017,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,52500.0,9271.0
2017,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,58279.0,9240.0
2017,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,52894.0,13435.0
2017,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,55813.0,5173.0
2017,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,51571.0,13159.0
2017,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,51685.0,5251.0
2017,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,89890.0,13241.0
2017,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,81552.0,8909.0
2017,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,63802.0,9156.0
2017,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,79583.0,16098.0
2017,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,51339.0,10413.0
2017,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,124318.0,14007.0
2017,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,93036.0,21869.0
2017,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,88482.0,17638.0
2017,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,81486.0,10861.0
2017,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,76638.0,10169.0
2017,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,57375.0,6264.0
2017,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,73125.0,13679.0
