YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013_001E,B19013_001M
2016,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,63043.0,12112.0
2016,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,90475.0,10655.0
2016,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,87125.0,17085.0
2016,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,73750.0,24107.0
2016,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,101220.0,21215.0
2016,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,140417.0,32170.0
2016,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,127237.0,12469.0
2016,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,74361.0,15173.0
2016,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,86667.0,22707.0
2016,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,83852.0,12345.0
2016,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,148698.0,23920.0
2016,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,90475.0,10655.0
2016,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,86293.0,8872.0
2016,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,126625.0,18929.0
2016,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,101220.0,21215.0
2016,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,60612.0,13193.0
2016,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,46607.0,7840.0
2016,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,31311.0,13622.0
2016,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,58520.0,13441.0
2016,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,102791.0,17972.0
2016,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,77068.0,10133.0
2016,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,48043.0,12001.0
2016,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,67313.0,9778.0
