YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013G_001E,B19013G_001M
2012,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,,
2012,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2012,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2012,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2012,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,111250.0,223564.0
2012,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,140688.0,67981.0
2012,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,74853.0,6971.0
2012,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,134408.0,298653.0
2012,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2012,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,136029.0,74592.0
2012,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2012,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2012,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,94904.0,21229.0
2012,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,39659.0,12847.0
2012,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,111250.0,223564.0
2012,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,64405.0,25563.0
2012,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,30139.0,35252.0
2012,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,,
2012,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,,
2012,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,61058.0,69594.0
2012,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,101375.0,58093.0
2012,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2012,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,60759.0,13533.0
2012,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,67045.0,12784.0
2012,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2012,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,,
2012,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,,
