YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013G_001E,B19013G_001M
2024,6037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,101750.0,79327.0
2024,6037533201,Census Tract 5332.01,Bell,Los Angeles County,California,Bell,71985.0,44422.0
2024,6037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,76429.0,38087.0
2024,6037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,66726.0,48082.0
2024,6037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,40694.0,12505.0
2024,6037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,48690.0,6080.0
2024,6037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,82857.0,17801.0
2024,6037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,51000.0,19339.0
2024,6037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,65174.0,16797.0
2024,6037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,108509.0,33746.0
2024,6037553201,Census Tract 5532.01,Bellflower,Los Angeles County,California,Bellflower,109000.0,93102.0
2024,6037553202,Census Tract 5532.02,Bellflower,Los Angeles County,California,Bellflower,176923.0,61515.0
2024,6037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,,
2024,6037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,57500.0,47327.0
2024,6037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,115288.0,25234.0
2024,6037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,,
2024,6037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,31550.0,26953.0
2024,6037554106,Census Tract 5541.06,Bellflower,Los Angeles County,California,Bellflower,79853.0,45767.0
2024,6037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,126771.0,36405.0
2024,6037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,112460.0,81281.0
2024,6037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,56019.0,34174.0
2024,6037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,113194.0,45594.0
2024,6037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,70417.0,43657.0
2024,6037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,78177.0,34305.0
2024,6037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,74770.0,28633.0
2024,6037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,,
2024,6037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,,
2024,6037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,64865.0,10080.0
2024,6037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,55125.0,18064.0
2024,6037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,70405.0,11995.0
2024,6037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,88627.0,8014.0
2024,6037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,87721.0,71426.0
2024,6037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,46327.0,20983.0
2024,6037534201,Census Tract 5342.01,Bell Gardens,Los Angeles County,California,BellGardens,54318.0,22638.0
2024,6037534202,Census Tract 5342.02,Bell Gardens,Los Angeles County,California,BellGardens,68311.0,37202.0
2024,6037534203,Census Tract 5342.03,Bell Gardens,Los Angeles County,California,BellGardens,50250.0,13804.0
2024,6037700600,Census Tract 7006,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2024,6037700700,Census Tract 7007,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2024,6037700801,Census Tract 7008.01,Beverly Hills,Los Angeles County,California,BeverlyHills,73843.0,12059.0
2024,6037700802,Census Tract 7008.02,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2024,6037700901,Census Tract 7009.01,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2024,6037700902,Census Tract 7009.02,Beverly Hills,Los Angeles County,California,BeverlyHills,79639.0,61183.0
2024,6037701000,Census Tract 7010,Beverly Hills,Los Angeles County,California,BeverlyHills,118405.0,61671.0
2024,6037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,215000.0,133247.0
2024,6037310100,Census Tract 3101,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),230642.0,57091.0
2024,6037310201,Census Tract 3102.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),110069.0,60262.0
2024,6037310202,Census Tract 3102.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),99250.0,72035.0
2024,6037310300,Census Tract 3103,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),190333.0,153387.0
2024,6037310400,Census Tract 3104,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),142899.0,89035.0
2024,6037310501,Census Tract 3105.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),78889.0,4590.0
2024,6037310601,Census Tract 3106.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),64671.0,16723.0
2024,6037310602,Census Tract 3106.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),116250.0,91549.0
2024,6037310701,Census Tract 3107.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),67321.0,56364.0
2024,6037310703,Census Tract 3107.03,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),93194.0,15036.0
2024,6037310704,Census Tract 3107.04,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2024,6037310705,Census Tract 3107.05,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2024,6037310800,Census Tract 3108,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),76125.0,48085.0
2024,6037310900,Census Tract 3109,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),192588.0,50472.0
2024,6037311000,Census Tract 3110,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),69022.0,40411.0
2024,6037311100,Census Tract 3111,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),104007.0,20942.0
2024,6037311200,Census Tract 3112,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),185556.0,116369.0
2024,6037311300,Census Tract 3113,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),158002.0,38495.0
2024,6037311400,Census Tract 3114,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),134844.0,82477.0
2024,6037311500,Census Tract 3115,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2024,6037311601,Census Tract 3116.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),75972.0,22891.0
2024,6037311602,Census Tract 3116.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),85779.0,29893.0
2024,6037311700,Census Tract 3117,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),127902.0,27362.0
2024,6037311801,Census Tract 3118.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),162830.0,2493.0
2024,6037311802,Census Tract 3118.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),60057.0,43440.0
2024,6037980001,Census Tract 9800.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2024,6037800101,Census Tract 8001.01,Calabasas,Los Angeles County,California,Calabasas,,
2024,6037800103,Census Tract 8001.03,Calabasas,Los Angeles County,California,Calabasas,161053.0,46618.0
2024,6037800104,Census Tract 8001.04,Calabasas,Los Angeles County,California,Calabasas,,
2024,6037800202,Census Tract 8002.02,Calabasas,Los Angeles County,California,Calabasas,,
2024,6037800204,Census Tract 8002.04,Calabasas,Los Angeles County,California,Calabasas,,
2024,6037800205,Census Tract 8002.05,Calabasas,Los Angeles County,California,Calabasas,162665.0,56438.0
2024,6037800328,Census Tract 8003.28,Calabasas,Los Angeles County,California,Calabasas,,
2024,6037800337,Census Tract 8003.37,Calabasas,Los Angeles County,California,Calabasas,,
2024,6037541003,Census Tract 5410.03,Carson,Los Angeles County,California,Carson,100870.0,63443.0
2024,6037543100,Census Tract 5431,Carson,Los Angeles County,California,Carson,109688.0,64136.0
2024,6037543304,Census Tract 5433.04,Carson,Los Angeles County,California,Carson,89107.0,75584.0
2024,6037543306,Census Tract 5433.06,Carson,Los Angeles County,California,Carson,91325.0,28971.0
2024,6037543321,Census Tract 5433.21,Carson,Los Angeles County,California,Carson,,
2024,6037543322,Census Tract 5433.22,Carson,Los Angeles County,California,Carson,94750.0,43412.0
2024,6037543400,Census Tract 5434,Carson,Los Angeles County,California,Carson,84667.0,65658.0
2024,6037543501,Census Tract 5435.01,Carson,Los Angeles County,California,Carson,43884.0,20960.0
2024,6037543601,Census Tract 5436.01,Carson,Los Angeles County,California,Carson,155938.0,57228.0
2024,6037543607,Census Tract 5436.07,Carson,Los Angeles County,California,Carson,39597.0,23775.0
2024,6037543701,Census Tract 5437.01,Carson,Los Angeles County,California,Carson,149583.0,90497.0
2024,6037543703,Census Tract 5437.03,Carson,Los Angeles County,California,Carson,207750.0,84826.0
2024,6037543704,Census Tract 5437.04,Carson,Los Angeles County,California,Carson,,
2024,6037543705,Census Tract 5437.05,Carson,Los Angeles County,California,Carson,102596.0,43685.0
2024,6037543801,Census Tract 5438.01,Carson,Los Angeles County,California,Carson,112857.0,43279.0
2024,6037543803,Census Tract 5438.03,Carson,Los Angeles County,California,Carson,75234.0,70759.0
2024,6037543804,Census Tract 5438.04,Carson,Los Angeles County,California,Carson,123681.0,28088.0
2024,6037543903,Census Tract 5439.03,Carson,Los Angeles County,California,Carson,,
2024,6037543905,Census Tract 5439.05,Carson,Los Angeles County,California,Carson,,
2024,6037544001,Census Tract 5440.01,Carson,Los Angeles County,California,Carson,81795.0,54871.0
2024,6037544002,Census Tract 5440.02,Carson,Los Angeles County,California,Carson,138452.0,12679.0
2024,6037980002,Census Tract 9800.02,Carson,Los Angeles County,California,Carson,,
2024,6037980025,Census Tract 9800.25,Carson,Los Angeles County,California,Carson,,
2024,6037980037,Census Tract 9800.37,Carson,Los Angeles County,California,Carson,,
2024,6037920102,Census Tract 9201.02,Castaic,Los Angeles County,California,Castaic,100291.0,11696.0
2024,6037920104,Census Tract 9201.04,Castaic,Los Angeles County,California,Castaic,125625.0,32934.0
2024,6037920116,Census Tract 9201.16,Castaic,Los Angeles County,California,Castaic,91915.0,35346.0
2024,6037920118,Census Tract 9201.18,Castaic,Los Angeles County,California,Castaic,125125.0,94202.0
2024,6037920119,Census Tract 9201.19,Castaic,Los Angeles County,California,Castaic,199063.0,93165.0
2024,6037554511,Census Tract 5545.11,Cerritos,Los Angeles County,California,Cerritos,,
2024,6037554512,Census Tract 5545.12,Cerritos,Los Angeles County,California,Cerritos,208160.0,23922.0
2024,6037554513,Census Tract 5545.13,Cerritos,Los Angeles County,California,Cerritos,,
2024,6037554514,Census Tract 5545.14,Cerritos,Los Angeles County,California,Cerritos,202174.0,178963.0
2024,6037554515,Census Tract 5545.15,Cerritos,Los Angeles County,California,Cerritos,39079.0,28030.0
2024,6037554516,Census Tract 5545.16,Cerritos,Los Angeles County,California,Cerritos,111765.0,92011.0
2024,6037554517,Census Tract 5545.17,Cerritos,Los Angeles County,California,Cerritos,,
2024,6037554518,Census Tract 5545.18,Cerritos,Los Angeles County,California,Cerritos,,
2024,6037554519,Census Tract 5545.19,Cerritos,Los Angeles County,California,Cerritos,95972.0,78913.0
2024,6037554521,Census Tract 5545.21,Cerritos,Los Angeles County,California,Cerritos,117981.0,70539.0
2024,6037554522,Census Tract 5545.22,Cerritos,Los Angeles County,California,Cerritos,193750.0,171281.0
2024,6037403702,Census Tract 4037.02,Charter Oak,Los Angeles County,California,CharterOak,151500.0,31777.0
2024,6037403703,Census Tract 4037.03,Charter Oak,Los Angeles County,California,CharterOak,129861.0,66490.0
2024,6037403721,Census Tract 4037.21,Charter Oak,Los Angeles County,California,CharterOak,150469.0,116887.0
2024,6037403801,Census Tract 4038.01,Charter Oak,Los Angeles County,California,CharterOak,94406.0,8585.0
2024,6037403802,Census Tract 4038.02,Charter Oak,Los Angeles County,California,CharterOak,85915.0,53171.0
2024,6037400801,Census Tract 4008.01,Citrus,Los Angeles County,California,Citrus,130156.0,64276.0
2024,6037403801,Census Tract 4038.01,Citrus,Los Angeles County,California,Citrus,94406.0,8585.0
2024,6037403901,Census Tract 4039.01,Citrus,Los Angeles County,California,Citrus,,
2024,6037404000,Census Tract 4040,Citrus,Los Angeles County,California,Citrus,99219.0,38503.0
2024,6037404100,Census Tract 4041,Citrus,Los Angeles County,California,Citrus,99009.0,88939.0
2024,6037404201,Census Tract 4042.01,Citrus,Los Angeles County,California,Citrus,,
2024,6037404203,Census Tract 4042.03,Citrus,Los Angeles County,California,Citrus,,
2024,6037405900,Census Tract 4059,Citrus,Los Angeles County,California,Citrus,140104.0,36423.0
2024,6037400205,Census Tract 4002.05,Claremont,Los Angeles County,California,Claremont,244286.0,29771.0
2024,6037400206,Census Tract 4002.06,Claremont,Los Angeles County,California,Claremont,170300.0,12472.0
2024,6037400209,Census Tract 4002.09,Claremont,Los Angeles County,California,Claremont,185750.0,20953.0
2024,6037401705,Census Tract 4017.05,Claremont,Los Angeles County,California,Claremont,,
2024,6037401801,Census Tract 4018.01,Claremont,Los Angeles County,California,Claremont,141548.0,71313.0
2024,6037401802,Census Tract 4018.02,Claremont,Los Angeles County,California,Claremont,198462.0,29884.0
2024,6037401901,Census Tract 4019.01,Claremont,Los Angeles County,California,Claremont,91023.0,39394.0
2024,6037401902,Census Tract 4019.02,Claremont,Los Angeles County,California,Claremont,,
2024,6037402001,Census Tract 4020.01,Claremont,Los Angeles County,California,Claremont,,
2024,6037402002,Census Tract 4020.02,Claremont,Los Angeles County,California,Claremont,,
2024,6037531302,Census Tract 5313.02,Commerce,Los Angeles County,California,Commerce,49444.0,24117.0
2024,6037532302,Census Tract 5323.02,Commerce,Los Angeles County,California,Commerce,62380.0,2352.0
2024,6037532303,Census Tract 5323.03,Commerce,Los Angeles County,California,Commerce,80227.0,11198.0
2024,6037532304,Census Tract 5323.04,Commerce,Los Angeles County,California,Commerce,101750.0,79327.0
2024,6037541100,Census Tract 5411,Compton,Los Angeles County,California,Compton,92143.0,39580.0
2024,6037541200,Census Tract 5412,Compton,Los Angeles County,California,Compton,68125.0,41838.0
2024,6037541300,Census Tract 5413,Compton,Los Angeles County,California,Compton,88804.0,32238.0
2024,6037541603,Census Tract 5416.03,Compton,Los Angeles County,California,Compton,57000.0,25907.0
2024,6037541604,Census Tract 5416.04,Compton,Los Angeles County,California,Compton,56000.0,27287.0
2024,6037541605,Census Tract 5416.05,Compton,Los Angeles County,California,Compton,64688.0,26545.0
2024,6037541606,Census Tract 5416.06,Compton,Los Angeles County,California,Compton,,
2024,6037541801,Census Tract 5418.01,Compton,Los Angeles County,California,Compton,60729.0,18940.0
2024,6037541802,Census Tract 5418.02,Compton,Los Angeles County,California,Compton,73750.0,9928.0
2024,6037542000,Census Tract 5420,Compton,Los Angeles County,California,Compton,103490.0,24910.0
2024,6037542103,Census Tract 5421.03,Compton,Los Angeles County,California,Compton,92386.0,41399.0
2024,6037542104,Census Tract 5421.04,Compton,Los Angeles County,California,Compton,74913.0,17176.0
2024,6037542105,Census Tract 5421.05,Compton,Los Angeles County,California,Compton,82750.0,44937.0
2024,6037542106,Census Tract 5421.06,Compton,Los Angeles County,California,Compton,49500.0,22231.0
2024,6037542200,Census Tract 5422,Compton,Los Angeles County,California,Compton,83395.0,10636.0
2024,6037542401,Census Tract 5424.01,Compton,Los Angeles County,California,Compton,53403.0,8753.0
2024,6037542402,Census Tract 5424.02,Compton,Los Angeles County,California,Compton,108897.0,31185.0
2024,6037542501,Census Tract 5425.01,Compton,Los Angeles County,California,Compton,,
2024,6037542502,Census Tract 5425.02,Compton,Los Angeles County,California,Compton,67125.0,20180.0
2024,6037542601,Census Tract 5426.01,Compton,Los Angeles County,California,Compton,91979.0,39473.0
2024,6037542602,Census Tract 5426.02,Compton,Los Angeles County,California,Compton,89750.0,38942.0
2024,6037542700,Census Tract 5427,Compton,Los Angeles County,California,Compton,89231.0,76821.0
2024,6037542800,Census Tract 5428,Compton,Los Angeles County,California,Compton,72303.0,31657.0
2024,6037542900,Census Tract 5429,Compton,Los Angeles County,California,Compton,,
2024,6037543000,Census Tract 5430,Compton,Los Angeles County,California,Compton,37465.0,29224.0
2024,6037543100,Census Tract 5431,Compton,Los Angeles County,California,Compton,109688.0,64136.0
2024,6037543201,Census Tract 5432.01,Compton,Los Angeles County,California,Compton,130912.0,68070.0
2024,6037543203,Census Tract 5432.03,Compton,Los Angeles County,California,Compton,49813.0,7711.0
2024,6037543305,Census Tract 5433.05,Compton,Los Angeles County,California,Compton,125893.0,84312.0
2024,6037403601,Census Tract 4036.01,Covina,Los Angeles County,California,Covina,153826.0,54281.0
