YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013G_001E,B19013G_001M
2015,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,,
2015,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2015,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2015,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2015,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,186350.0,63431.0
2015,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,145602.0,127548.0
2015,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,137292.0,84649.0
2015,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2015,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,122946.0,108853.0
2015,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,
2015,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,186350.0,63431.0
2015,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,91065.0,19658.0
2015,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,58841.0,40483.0
2015,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,109125.0,56968.0
2015,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,62917.0,31491.0
2015,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,58558.0,31318.0
2015,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,85781.0,33024.0
2015,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,101164.0,20387.0
2015,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,,
2015,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,46172.0,14735.0
2015,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,38110.0,2323.0
2015,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,104141.0,85672.0
2015,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,106094.0,98478.0
2015,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,,
2015,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,128519.0,40588.0
2015,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,80556.0,39932.0
2015,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,,
2015,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,,
2015,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2015,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,47228.0,42933.0
2015,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,,
