YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013G_001E,B19013G_001M
2013,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,,
2013,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2013,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2013,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2013,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,183576.0,175752.0
2013,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2013,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,80833.0,123899.0
2013,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,134167.0,248924.0
2013,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2013,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,138500.0,47076.0
2013,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2013,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2013,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,97188.0,16539.0
2013,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,48333.0,14359.0
2013,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,183576.0,175752.0
2013,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,66797.0,36852.0
2013,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,28542.0,18751.0
2013,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,57009.0,38860.0
2013,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,74550.0,51425.0
2013,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,61200.0,20971.0
2013,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,68583.0,14035.0
2013,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,63250.0,66086.0
2013,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,67500.0,77525.0
2013,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,100292.0,62212.0
2013,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,84688.0,74760.0
2013,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,,
2013,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,76125.0,95474.0
2013,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,88239.0,76144.0
2013,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,72143.0,42623.0
2013,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,26164.0,10446.0
2013,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,36197.0,763.0
2013,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,47279.0,81481.0
2013,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,104875.0,75585.0
2013,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,,
2013,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,51705.0,25710.0
2013,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,53333.0,33640.0
2013,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,53558.0,20767.0
2013,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,74545.0,94961.0
2013,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2013,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,,
2013,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,74464.0,121315.0
2013,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,,
2013,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,94464.0,88446.0
2013,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,,
2013,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,,
2013,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,46136.0,36509.0
2013,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,,
2013,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2013,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,81250.0,80999.0
2013,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,17315.0,155212.0
2013,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,141500.0,144976.0
2013,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,52813.0,77468.0
2013,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,22337.0,73469.0
2013,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,,
2013,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,83986.0,39367.0
2013,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,111414.0,155980.0
2013,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,118016.0,124419.0
2013,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,,
2013,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,67188.0,15714.0
