YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013F_001E,B19013F_001M
2011,06037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,85486,8697
2011,06037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,,
2011,06037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,26724,183165
2011,06037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,103250,101984
2011,06037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,76133,34225
2011,06037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,32656,32381
2011,06037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,34315,24114
2011,06037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,58542,55113
2011,06037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,47955,86961
2011,06037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,119306,113883
2011,06037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,80313,120002
2011,06037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,67955,32886
2011,06037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,35385,46892
2011,06037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,30982,56882
2011,06037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,19702,83152
2011,06037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2011,06037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,45855,11757
2011,06037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,39271,45782
2011,06037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,90054,35312
2011,06037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,87621,27516
2011,06037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,63832,5335
2011,06037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,,
2011,06037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,34643,25013
2011,06037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,77370,17260
2011,06037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,21645,22211
2011,06037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,47308,11027
2011,06037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,72386,22132
2011,06037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,70368,14315
2011,06037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,38054,6063
2011,06037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,52308,43932
2011,06037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,33306,10422
2011,06037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,60313,21095
2011,06037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,62568,22061
2011,06037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,68476,7886
2011,06037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,48208,21893
2011,06037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,61342,6936
2011,06037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,44181,13042
2011,06037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,65703,657
2011,06037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,42298,22158
2011,06037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,33732,9808
2011,06037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,68375,23679
2011,06037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,48654,31476
2011,06037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,36071,26955
2011,06037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,53603,16509
2011,06037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,45764,32926
2011,06037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,60956,41807
2011,06037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,21875,30422
2011,06037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,54360,7915
2011,06037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,70257,30186
2011,06037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,61434,13350
2011,06037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,35865,12199
2011,06037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,54737,21984
2011,06037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,54340,16443
2011,06037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,36000,11537
2011,06037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,59848,25971
2011,06037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,62130,18927
2011,06037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,62381,28507
2011,06037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,45278,17199
2011,06037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,36544,9311
2011,06037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,37813,12240
2011,06037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,38214,11408
2011,06037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,35972,17269
2011,06037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,37225,9584
2011,06037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,38459,4562
2011,06037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,51250,14377
2011,06037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,28558,7640
2011,06037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,85147,37077
2011,06037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,66833,21621
2011,06037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,64125,2721
2011,06037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,64870,20459
2011,06037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,21761,10758
2011,06037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,48125,15286
2011,06037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,53088,15529
2011,06037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,55458,28019
2011,06037554103,Census Tract 5541.03,Bellflower,Los Angeles County,California,Bellflower,101250,119432
2011,06037554104,Census Tract 5541.04,Bellflower,Los Angeles County,California,Bellflower,65552,83523
2011,06037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,38454,24351
2011,06037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,46250,18210
2011,06037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,108293,66658
2011,06037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,40833,11221
2011,06037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,57398,28273
2011,06037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,53173,25498
2011,06037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,41738,11531
2011,06037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,45804,14615
2011,06037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,50611,11544
2011,06037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,64256,8862
2011,06037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,46974,14038
2011,06037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,41852,27330
2011,06037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,37784,13225
2011,06037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,46215,31165
2011,06037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,64208,68170
2011,06037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,35051,10773
2011,06037534201,Census Tract 5342.01,Bell Gardens,Los Angeles County,California,BellGardens,30568,14907
2011,06037534202,Census Tract 5342.02,Bell Gardens,Los Angeles County,California,BellGardens,34643,10575
2011,06037534203,Census Tract 5342.03,Bell Gardens,Los Angeles County,California,BellGardens,39940,14877
2011,06037261101,Census Tract 2611.01,Beverly Hills,Los Angeles County,California,BeverlyHills,14612,258408
2011,06037261102,Census Tract 2611.02,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2011,06037265100,Census Tract 2651,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2011,06037269000,Census Tract 2690,Beverly Hills,Los Angeles County,California,BeverlyHills,16929,170100
2011,06037700501,Census Tract 7005.01,Beverly Hills,Los Angeles County,California,BeverlyHills,67143,14920
2011,06037700600,Census Tract 7006,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2011,06037700700,Census Tract 7007,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2011,06037700801,Census Tract 7008.01,Beverly Hills,Los Angeles County,California,BeverlyHills,19816,183022
2011,06037700802,Census Tract 7008.02,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2011,06037700901,Census Tract 7009.01,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2011,06037700902,Census Tract 7009.02,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2011,06037701000,Census Tract 7010,Beverly Hills,Los Angeles County,California,BeverlyHills,33269,111513
2011,06037430200,Census Tract 4302,Bradbury,Los Angeles County,California,Bradbury,,
2011,06037123103,Census Tract 1231.03,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),51406,26896
2011,06037310100,Census Tract 3101,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2011,06037310201,Census Tract 3102.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),51444,23181
2011,06037310202,Census Tract 3102.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),7177,195667
2011,06037310300,Census Tract 3103,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),197045,25265
2011,06037310400,Census Tract 3104,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),21389,27117
2011,06037310501,Census Tract 3105.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),50341,23233
2011,06037310601,Census Tract 3106.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),77778,36635
2011,06037310602,Census Tract 3106.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),55338,11896
2011,06037310701,Census Tract 3107.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),89444,112545
2011,06037310702,Census Tract 3107.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),77101,22377
2011,06037310703,Census Tract 3107.03,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),38676,9616
2011,06037310800,Census Tract 3108,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),43889,24073
2011,06037310900,Census Tract 3109,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),79056,61006
2011,06037311000,Census Tract 3110,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),78182,44340
2011,06037311100,Census Tract 3111,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),55600,43192
2011,06037311200,Census Tract 3112,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),34167,146251
2011,06037311300,Census Tract 3113,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),57188,74083
2011,06037311400,Census Tract 3114,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2011,06037311500,Census Tract 3115,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),57262,104031
2011,06037311600,Census Tract 3116,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),128388,56269
2011,06037311700,Census Tract 3117,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),61953,15449
2011,06037311801,Census Tract 3118.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),45625,79658
2011,06037311802,Census Tract 3118.02,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),63750,9809
2011,06037980001,Census Tract 9800.01,Burbank (Los Angeles County),Los Angeles County,California,Burbank(LosAngelesCounty),,
2011,06037137402,Census Tract 1374.02,Calabasas,Los Angeles County,California,Calabasas,79516,17918
2011,06037800101,Census Tract 8001.01,Calabasas,Los Angeles County,California,Calabasas,250001,
2011,06037800102,Census Tract 8001.02,Calabasas,Los Angeles County,California,Calabasas,,
2011,06037800202,Census Tract 8002.02,Calabasas,Los Angeles County,California,Calabasas,250001,
2011,06037800203,Census Tract 8002.03,Calabasas,Los Angeles County,California,Calabasas,138750,132497
2011,06037800204,Census Tract 8002.04,Calabasas,Los Angeles County,California,Calabasas,61983,62032
2011,06037800328,Census Tract 8003.28,Calabasas,Los Angeles County,California,Calabasas,,
2011,06037800329,Census Tract 8003.29,Calabasas,Los Angeles County,California,Calabasas,85847,9253
2011,06037291300,Census Tract 2913,Carson,Los Angeles County,California,Carson,46569,10736
2011,06037294110,Census Tract 2941.10,Carson,Los Angeles County,California,Carson,53158,34595
2011,06037541002,Census Tract 5410.02,Carson,Los Angeles County,California,Carson,42330,63141
2011,06037543100,Census Tract 5431,Carson,Los Angeles County,California,Carson,39803,24803
2011,06037543202,Census Tract 5432.02,Carson,Los Angeles County,California,Carson,34779,9690
2011,06037543304,Census Tract 5433.04,Carson,Los Angeles County,California,Carson,49028,181809
2011,06037543306,Census Tract 5433.06,Carson,Los Angeles County,California,Carson,79318,54264
2011,06037543321,Census Tract 5433.21,Carson,Los Angeles County,California,Carson,58608,13002
2011,06037543322,Census Tract 5433.22,Carson,Los Angeles County,California,Carson,73750,194983
2011,06037543400,Census Tract 5434,Carson,Los Angeles County,California,Carson,73523,56626
2011,06037543501,Census Tract 5435.01,Carson,Los Angeles County,California,Carson,50515,108790
2011,06037543601,Census Tract 5436.01,Carson,Los Angeles County,California,Carson,74205,7981
2011,06037543604,Census Tract 5436.04,Carson,Los Angeles County,California,Carson,87802,58766
2011,06037543701,Census Tract 5437.01,Carson,Los Angeles County,California,Carson,65500,77558
2011,06037543702,Census Tract 5437.02,Carson,Los Angeles County,California,Carson,49911,35297
2011,06037543703,Census Tract 5437.03,Carson,Los Angeles County,California,Carson,93750,113506
2011,06037543801,Census Tract 5438.01,Carson,Los Angeles County,California,Carson,102548,67180
2011,06037543802,Census Tract 5438.02,Carson,Los Angeles County,California,Carson,60810,14611
2011,06037543903,Census Tract 5439.03,Carson,Los Angeles County,California,Carson,68466,7778
2011,06037543905,Census Tract 5439.05,Carson,Los Angeles County,California,Carson,47083,46086
2011,06037544001,Census Tract 5440.01,Carson,Los Angeles County,California,Carson,56875,14787
2011,06037544002,Census Tract 5440.02,Carson,Los Angeles County,California,Carson,72614,55674
2011,06037572301,Census Tract 5723.01,Carson,Los Angeles County,California,Carson,26875,42034
2011,06037980002,Census Tract 9800.02,Carson,Los Angeles County,California,Carson,,
2011,06037980025,Census Tract 9800.25,Carson,Los Angeles County,California,Carson,,
2011,06037920102,Census Tract 9201.02,Castaic,Los Angeles County,California,Castaic,73500,79879
2011,06037920104,Census Tract 9201.04,Castaic,Los Angeles County,California,Castaic,91892,164717
2011,06037920116,Census Tract 9201.16,Castaic,Los Angeles County,California,Castaic,16829,53279
2011,06037920118,Census Tract 9201.18,Castaic,Los Angeles County,California,Castaic,,
2011,06037920119,Census Tract 9201.19,Castaic,Los Angeles County,California,Castaic,,
2011,06037504102,Census Tract 5041.02,Cerritos,Los Angeles County,California,Cerritos,,
2011,06037553000,Census Tract 5530,Cerritos,Los Angeles County,California,Cerritos,66833,21621
2011,06037554511,Census Tract 5545.11,Cerritos,Los Angeles County,California,Cerritos,,
2011,06037554512,Census Tract 5545.12,Cerritos,Los Angeles County,California,Cerritos,88125,134600
2011,06037554513,Census Tract 5545.13,Cerritos,Los Angeles County,California,Cerritos,32411,75198
2011,06037554514,Census Tract 5545.14,Cerritos,Los Angeles County,California,Cerritos,58542,55113
2011,06037554515,Census Tract 5545.15,Cerritos,Los Angeles County,California,Cerritos,47955,86961
2011,06037554516,Census Tract 5545.16,Cerritos,Los Angeles County,California,Cerritos,119306,113883
2011,06037554517,Census Tract 5545.17,Cerritos,Los Angeles County,California,Cerritos,44808,111835
2011,06037554518,Census Tract 5545.18,Cerritos,Los Angeles County,California,Cerritos,113693,29598
2011,06037554519,Census Tract 5545.19,Cerritos,Los Angeles County,California,Cerritos,126683,202774
2011,06037554521,Census Tract 5545.21,Cerritos,Los Angeles County,California,Cerritos,80313,120002
2011,06037554522,Census Tract 5545.22,Cerritos,Los Angeles County,California,Cerritos,38792,18728
2011,06037554900,Census Tract 5549,Cerritos,Los Angeles County,California,Cerritos,30982,56882
2011,06037403702,Census Tract 4037.02,Charter Oak,Los Angeles County,California,CharterOak,96333,39559
2011,06037403703,Census Tract 4037.03,Charter Oak,Los Angeles County,California,CharterOak,136838,31631
2011,06037403721,Census Tract 4037.21,Charter Oak,Los Angeles County,California,CharterOak,67969,27091
2011,06037403801,Census Tract 4038.01,Charter Oak,Los Angeles County,California,CharterOak,87517,75307
2011,06037403802,Census Tract 4038.02,Charter Oak,Los Angeles County,California,CharterOak,70406,13896
2011,06037400900,Census Tract 4009,Citrus,Los Angeles County,California,Citrus,39432,35723
2011,06037403801,Census Tract 4038.01,Citrus,Los Angeles County,California,Citrus,87517,75307
2011,06037403901,Census Tract 4039.01,Citrus,Los Angeles County,California,Citrus,73276,6851
2011,06037404000,Census Tract 4040,Citrus,Los Angeles County,California,Citrus,72386,22132
2011,06037404100,Census Tract 4041,Citrus,Los Angeles County,California,Citrus,70368,14315
2011,06037404201,Census Tract 4042.01,Citrus,Los Angeles County,California,Citrus,38054,6063
2011,06037404202,Census Tract 4042.02,Citrus,Los Angeles County,California,Citrus,52308,43932
2011,06037405900,Census Tract 4059,Citrus,Los Angeles County,California,Citrus,92977,51454
2011,06037400204,Census Tract 4002.04,Claremont,Los Angeles County,California,Claremont,,
2011,06037400205,Census Tract 4002.05,Claremont,Los Angeles County,California,Claremont,250001,
2011,06037400206,Census Tract 4002.06,Claremont,Los Angeles County,California,Claremont,52321,185313
2011,06037401701,Census Tract 4017.01,Claremont,Los Angeles County,California,Claremont,70192,92140
2011,06037401800,Census Tract 4018,Claremont,Los Angeles County,California,Claremont,14617,78461
2011,06037401901,Census Tract 4019.01,Claremont,Los Angeles County,California,Claremont,60000,106377
2011,06037401902,Census Tract 4019.02,Claremont,Los Angeles County,California,Claremont,72905,52995
2011,06037402001,Census Tract 4020.01,Claremont,Los Angeles County,California,Claremont,21740,24266
2011,06037402002,Census Tract 4020.02,Claremont,Los Angeles County,California,Claremont,17589,12295
2011,06037531302,Census Tract 5313.02,Commerce,Los Angeles County,California,Commerce,34053,10493
2011,06037531901,Census Tract 5319.01,Commerce,Los Angeles County,California,Commerce,43326,5377
2011,06037532001,Census Tract 5320.01,Commerce,Los Angeles County,California,Commerce,51250,19847
2011,06037532200,Census Tract 5322,Commerce,Los Angeles County,California,Commerce,39730,11191
2011,06037532302,Census Tract 5323.02,Commerce,Los Angeles County,California,Commerce,57031,18936
2011,06037532303,Census Tract 5323.03,Commerce,Los Angeles County,California,Commerce,57143,11665
2011,06037532304,Census Tract 5323.04,Commerce,Los Angeles County,California,Commerce,45278,17199
2011,06037532400,Census Tract 5324,Commerce,Los Angeles County,California,Commerce,7250,53143
2011,06037533703,Census Tract 5337.03,Commerce,Los Angeles County,California,Commerce,35972,17269
2011,06037541100,Census Tract 5411,Compton,Los Angeles County,California,Compton,73333,37805
2011,06037541200,Census Tract 5412,Compton,Los Angeles County,California,Compton,85670,41400
2011,06037541300,Census Tract 5413,Compton,Los Angeles County,California,Compton,45476,21542
2011,06037541603,Census Tract 5416.03,Compton,Los Angeles County,California,Compton,22232,14976
2011,06037541604,Census Tract 5416.04,Compton,Los Angeles County,California,Compton,39969,10632
2011,06037541605,Census Tract 5416.05,Compton,Los Angeles County,California,Compton,44985,3501
2011,06037541606,Census Tract 5416.06,Compton,Los Angeles County,California,Compton,31472,3977
2011,06037541801,Census Tract 5418.01,Compton,Los Angeles County,California,Compton,39146,13233
2011,06037541802,Census Tract 5418.02,Compton,Los Angeles County,California,Compton,50167,11896
2011,06037542000,Census Tract 5420,Compton,Los Angeles County,California,Compton,43601,16785
2011,06037542103,Census Tract 5421.03,Compton,Los Angeles County,California,Compton,52875,35279
2011,06037542104,Census Tract 5421.04,Compton,Los Angeles County,California,Compton,83750,38979
2011,06037542105,Census Tract 5421.05,Compton,Los Angeles County,California,Compton,46029,7613
2011,06037542106,Census Tract 5421.06,Compton,Los Angeles County,California,Compton,50781,1907
2011,06037542200,Census Tract 5422,Compton,Los Angeles County,California,Compton,48250,10783
2011,06037542401,Census Tract 5424.01,Compton,Los Angeles County,California,Compton,35909,10516
2011,06037542402,Census Tract 5424.02,Compton,Los Angeles County,California,Compton,47569,41523
2011,06037542501,Census Tract 5425.01,Compton,Los Angeles County,California,Compton,28920,16444
