YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013F_001E,B19013F_001M
2015,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,37938.0,33298.0
2015,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2015,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,49712.0,9402.0
2015,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2015,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2015,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2015,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2015,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,181750.0,99668.0
2015,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2015,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,55313.0,28822.0
2015,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,47635.0,45874.0
2015,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,90304.0,23199.0
2015,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,81532.0,37394.0
2015,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,52319.0,7823.0
2015,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,67946.0,28989.0
2015,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,65750.0,38137.0
2015,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,44286.0,17181.0
2015,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,49068.0,7263.0
2015,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,29934.0,16620.0
2015,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,61429.0,24741.0
2015,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,57880.0,37780.0
2015,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,38828.0,35571.0
2015,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,54722.0,23139.0
2015,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,76652.0,26638.0
2015,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,101250.0,77647.0
2015,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,,
2015,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,41379.0,13631.0
2015,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,122540.0,121377.0
2015,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,,
2015,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,94938.0,57279.0
2015,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,105885.0,67958.0
2015,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,64911.0,12971.0
2015,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,36000.0,35493.0
2015,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,35568.0,8275.0
2015,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,,
2015,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2015,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,70893.0,17386.0
2015,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,83958.0,45029.0
2015,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,151953.0,64016.0
2015,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,48750.0,35788.0
2015,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,66020.0,7225.0
2015,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,16128.0,3652.0
2015,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,48242.0,33809.0
2015,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,41979.0,21138.0
2015,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,39375.0,18941.0
2015,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,28398.0,11826.0
2015,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,,
2015,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,,
2015,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,46683.0,39164.0
2015,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,56190.0,42881.0
2015,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,40179.0,12557.0
2015,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,46944.0,14200.0
2015,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,,
2015,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,,
2015,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2015,6037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,39276.0,2835.0
2015,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,58571.0,32267.0
2015,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,97695.0,55239.0
2015,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,92679.0,23273.0
2015,6037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,49318.0,43218.0
2015,6037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,,
2015,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,36923.0,23823.0
2015,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,59621.0,21336.0
2015,6037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,37600.0,11901.0
2015,6037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,60774.0,31823.0
2015,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,88462.0,34579.0
2015,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,82853.0,35943.0
2015,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,33618.0,5487.0
2015,6037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,52679.0,24297.0
2015,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,44907.0,4677.0
2015,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,67237.0,23278.0
2015,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,52298.0,23888.0
2015,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,64943.0,13725.0
2015,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,42434.0,12552.0
2015,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,61713.0,26512.0
2015,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,38523.0,21755.0
2015,6037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,,
2015,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,48092.0,5106.0
2015,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,39196.0,13941.0
2015,6037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,42284.0,5294.0
2015,6037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,41410.0,5376.0
2015,6037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,34003.0,27657.0
2015,6037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,50865.0,18796.0
2015,6037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,71453.0,19953.0
2015,6037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,43971.0,15963.0
2015,6037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,56800.0,16709.0
2015,6037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,54659.0,9496.0
2015,6037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,68523.0,17065.0
2015,6037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,58241.0,8422.0
2015,6037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,36563.0,14341.0
2015,6037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,50521.0,23031.0
2015,6037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,61793.0,9965.0
2015,6037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,73438.0,12122.0
2015,6037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,52548.0,28603.0
2015,6037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,58750.0,22728.0
2015,6037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,44816.0,5389.0
2015,6037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,56250.0,25155.0
2015,6037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,29911.0,16238.0
2015,6037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,32454.0,9497.0
2015,6037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,42574.0,6594.0
2015,6037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,36563.0,4832.0
2015,6037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,45313.0,22277.0
2015,6037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,36667.0,7944.0
2015,6037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,39250.0,12192.0
2015,6037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,,
2015,6037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,55625.0,22361.0
2015,6037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,53906.0,45764.0
2015,6037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,60871.0,8068.0
2015,6037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,67596.0,17197.0
2015,6037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,50547.0,13813.0
2015,6037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,45795.0,18807.0
2015,6037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,52596.0,18005.0
2015,6037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,30478.0,11519.0
