YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013F_001E,B19013F_001M
2012,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,55556.0,86966.0
2012,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,84010.0,22107.0
2012,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,98352.0,38995.0
2012,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2012,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2012,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2012,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,,
2012,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,35833.0,30082.0
2012,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2012,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,88281.0,9878.0
2012,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,100200.0,164747.0
2012,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,84010.0,22107.0
2012,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2012,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,66755.0,62317.0
2012,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2012,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,80086.0,82647.0
2012,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,77119.0,4726.0
2012,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,46354.0,21387.0
2012,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,23822.0,3554.0
2012,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,68068.0,116839.0
2012,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,107128.0,118000.0
2012,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,42135.0,51089.0
2012,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,153000.0,120687.0
2012,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,51447.0,17970.0
2012,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,17500.0,49852.0
2012,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,76071.0,38144.0
2012,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,79083.0,38372.0
2012,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,50038.0,19851.0
2012,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,63750.0,36528.0
2012,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,68784.0,45901.0
2012,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,41875.0,22127.0
2012,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,65398.0,21765.0
2012,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,55592.0,42738.0
2012,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,40313.0,74325.0
2012,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,34219.0,47407.0
2012,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,88359.0,57971.0
2012,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,67734.0,62988.0
2012,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,78646.0,11946.0
2012,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,41275.0,6846.0
2012,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,46731.0,113316.0
2012,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,90662.0,25050.0
2012,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,113500.0,73416.0
2012,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,69063.0,64480.0
2012,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,45521.0,22569.0
2012,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,59250.0,53717.0
2012,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,50643.0,26934.0
2012,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,,
2012,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,46594.0,81961.0
2012,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,122833.0,161545.0
2012,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,82083.0,84845.0
2012,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,146406.0,212548.0
2012,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,31602.0,27916.0
2012,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,65481.0,36425.0
2012,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,96250.0,80984.0
2012,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,53393.0,15696.0
2012,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,40221.0,111131.0
2012,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2012,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,33194.0,86530.0
2012,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,73462.0,43997.0
2012,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,68400.0,28644.0
2012,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,40000.0,20908.0
2012,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,52841.0,38157.0
2012,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,,
2012,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,,
2012,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,26051.0,8853.0
2012,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,49583.0,87770.0
2012,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,80482.0,15354.0
2012,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,34107.0,47914.0
2012,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,38750.0,26648.0
2012,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,61375.0,65227.0
2012,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,44750.0,12410.0
2012,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,109750.0,62320.0
2012,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,81389.0,113156.0
2012,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,54583.0,19895.0
2012,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,36364.0,45928.0
2012,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,21447.0,9049.0
2012,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,63750.0,32389.0
2012,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2012,6037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,43813.0,22987.0
2012,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,58322.0,38437.0
2012,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,70083.0,24647.0
2012,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,82473.0,13473.0
2012,6037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,64798.0,31535.0
2012,6037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,,
2012,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,17917.0,22977.0
2012,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,77292.0,15342.0
2012,6037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,36454.0,18172.0
2012,6037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,,
2012,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,81129.0,26832.0
2012,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,80368.0,15897.0
2012,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,32765.0,15958.0
2012,6037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,70156.0,15945.0
2012,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,37763.0,6791.0
2012,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,50000.0,16561.0
2012,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,51447.0,8094.0
2012,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,71142.0,6203.0
2012,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,49853.0,28909.0
2012,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,57500.0,8151.0
2012,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,42708.0,11358.0
2012,6037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,65313.0,70696.0
2012,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,46328.0,12545.0
2012,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,35225.0,5344.0
2012,6037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,53993.0,13835.0
2012,6037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,43031.0,20004.0
2012,6037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,35848.0,29983.0
2012,6037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,64125.0,22972.0
2012,6037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,56250.0,18462.0
2012,6037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,42647.0,12361.0
2012,6037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,53355.0,24207.0
2012,6037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,53996.0,22112.0
2012,6037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,59722.0,29920.0
2012,6037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,59931.0,20290.0
2012,6037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,35952.0,8363.0
2012,6037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,61354.0,19233.0
2012,6037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,60052.0,11650.0
2012,6037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,35625.0,14254.0
2012,6037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,58250.0,13688.0
2012,6037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,67969.0,19926.0
2012,6037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,64567.0,21544.0
2012,6037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,46471.0,20687.0
2012,6037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,34859.0,9547.0
2012,6037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,40284.0,5995.0
2012,6037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,38875.0,5445.0
2012,6037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,32292.0,7704.0
2012,6037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,38352.0,5567.0
2012,6037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,37727.0,5910.0
2012,6037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,51048.0,13002.0
2012,6037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,30052.0,15822.0
2012,6037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,82109.0,39579.0
2012,6037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,60776.0,28901.0
2012,6037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,66228.0,3902.0
2012,6037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,64330.0,15064.0
2012,6037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,17457.0,7598.0
2012,6037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,58750.0,19874.0
2012,6037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,52917.0,19821.0
2012,6037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,40192.0,12827.0
2012,6037554103,Census Tract 5541.03,Bellflower,Los Angeles County,California,Bellflower,104423.0,110294.0
2012,6037554104,Census Tract 5541.04,Bellflower,Los Angeles County,California,Bellflower,,
2012,6037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,42713.0,20379.0
2012,6037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,44107.0,29966.0
2012,6037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,122545.0,155497.0
2012,6037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,41638.0,13152.0
2012,6037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,61250.0,22075.0
2012,6037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,43467.0,26784.0
2012,6037554403,Census Tract 5544.03,Bellflower,Los Angeles County,California,Bellflower,44652.0,5449.0
2012,6037554404,Census Tract 5544.04,Bellflower,Los Angeles County,California,Bellflower,48047.0,16045.0
2012,6037554405,Census Tract 5544.05,Bellflower,Los Angeles County,California,Bellflower,51176.0,16396.0
2012,6037554406,Census Tract 5544.06,Bellflower,Los Angeles County,California,Bellflower,66397.0,8616.0
2012,6037533901,Census Tract 5339.01,Bell Gardens,Los Angeles County,California,BellGardens,44488.0,12011.0
2012,6037533902,Census Tract 5339.02,Bell Gardens,Los Angeles County,California,BellGardens,41927.0,5198.0
2012,6037534001,Census Tract 5340.01,Bell Gardens,Los Angeles County,California,BellGardens,33750.0,20167.0
2012,6037534002,Census Tract 5340.02,Bell Gardens,Los Angeles County,California,BellGardens,60216.0,21937.0
2012,6037534101,Census Tract 5341.01,Bell Gardens,Los Angeles County,California,BellGardens,65677.0,17856.0
2012,6037534102,Census Tract 5341.02,Bell Gardens,Los Angeles County,California,BellGardens,28864.0,7419.0
2012,6037534201,Census Tract 5342.01,Bell Gardens,Los Angeles County,California,BellGardens,30050.0,9508.0
2012,6037534202,Census Tract 5342.02,Bell Gardens,Los Angeles County,California,BellGardens,35605.0,6610.0
2012,6037534203,Census Tract 5342.03,Bell Gardens,Los Angeles County,California,BellGardens,40625.0,14957.0
2012,6037261101,Census Tract 2611.01,Beverly Hills,Los Angeles County,California,BeverlyHills,14879.0,351962.0
2012,6037261102,Census Tract 2611.02,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2012,6037265100,Census Tract 2651,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2012,6037269000,Census Tract 2690,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2012,6037700501,Census Tract 7005.01,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2012,6037700600,Census Tract 7006,Beverly Hills,Los Angeles County,California,BeverlyHills,,
2012,6037700700,Census Tract 7007,Beverly Hills,Los Angeles County,California,BeverlyHills,,
