YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013A_001E,B19013A_001M
2014,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,98958.0,28657.0
2014,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,97879.0,15094.0
2014,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,91875.0,19263.0
2014,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,75313.0,32693.0
2014,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,79500.0,18893.0
2014,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,117997.0,9583.0
2014,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,108705.0,10252.0
2014,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,71513.0,18804.0
2014,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,82125.0,18986.0
2014,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,105000.0,17345.0
2014,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,151440.0,17462.0
2014,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,97879.0,15094.0
2014,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,81976.0,9309.0
2014,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,117917.0,10863.0
2014,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,79500.0,18893.0
2014,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,78056.0,20468.0
2014,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,62537.0,44801.0
2014,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,45365.0,9294.0
2014,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,67276.0,19027.0
2014,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,101016.0,26626.0
2014,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,66571.0,19623.0
2014,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,69762.0,21580.0
