YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013A_001E,B19013A_001M
2017,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,54813.0,15172.0
2017,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,90341.0,21669.0
2017,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,96458.0,10409.0
2017,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,75938.0,18618.0
2017,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,88182.0,32289.0
2017,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,140455.0,32286.0
2017,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,133106.0,18696.0
2017,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,89449.0,9361.0
2017,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,87656.0,33314.0
2017,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,83884.0,11577.0
2017,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,126518.0,49925.0
2017,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,90341.0,21669.0
2017,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,94083.0,16422.0
2017,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,137344.0,14592.0
2017,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,88182.0,32289.0
2017,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,69500.0,40392.0
2017,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,51563.0,31999.0
2017,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,45645.0,16537.0
2017,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,69778.0,19646.0
2017,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,113462.0,29150.0
2017,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,72872.0,13845.0
2017,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,95000.0,25682.0
2017,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,66250.0,18149.0
2017,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,61786.0,22225.0
2017,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,41154.0,15111.0
2017,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,40875.0,21483.0
2017,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,76250.0,26044.0
2017,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,36850.0,8314.0
2017,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,79327.0,21361.0
2017,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,78036.0,53851.0
2017,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,,
2017,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,65104.0,23021.0
2017,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,52179.0,7874.0
2017,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,54674.0,19015.0
2017,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,95333.0,25300.0
2017,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,83125.0,20501.0
2017,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,83333.0,44761.0
2017,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,74125.0,21842.0
2017,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,57631.0,19237.0
2017,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,129293.0,26984.0
2017,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,124866.0,26717.0
2017,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,97750.0,36349.0
2017,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,102434.0,14521.0
2017,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,81488.0,8874.0
2017,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,64712.0,13283.0
2017,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,95648.0,13145.0
2017,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,146111.0,46552.0
2017,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,94306.0,19922.0
2017,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,86835.0,11702.0
2017,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,140938.0,38953.0
2017,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,115781.0,34139.0
2017,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,95375.0,24817.0
2017,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,62361.0,30752.0
2017,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,71726.0,29702.0
2017,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,35583.0,11608.0
2017,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,76918.0,17289.0
2017,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,83750.0,33772.0
2017,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,79250.0,31091.0
2017,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,76845.0,12054.0
2017,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,75602.0,9719.0
2017,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,59118.0,16476.0
2017,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,69318.0,25865.0
2017,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,112981.0,20490.0
2017,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,115855.0,52295.0
2017,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,51389.0,24992.0
2017,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,55893.0,19406.0
2017,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,47015.0,10814.0
2017,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,66705.0,11950.0
2017,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,69964.0,6471.0
2017,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,78375.0,23445.0
2017,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,76944.0,37456.0
2017,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,97750.0,22747.0
2017,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,65250.0,14277.0
2017,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,61771.0,10147.0
2017,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,79453.0,22164.0
2017,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,52314.0,6886.0
2017,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,69139.0,7643.0
2017,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2017,6037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,81000.0,17639.0
2017,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,67083.0,13564.0
2017,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,85000.0,19185.0
2017,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,75337.0,7614.0
2017,6037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,83906.0,19786.0
2017,6037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,126250.0,10706.0
2017,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,56492.0,7789.0
2017,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,90179.0,20186.0
2017,6037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,77981.0,8585.0
2017,6037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,88636.0,11581.0
2017,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,78661.0,20335.0
2017,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,53720.0,12649.0
2017,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,50000.0,10372.0
2017,6037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,66000.0,15767.0
2017,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,43500.0,11340.0
2017,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,64674.0,14114.0
2017,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,62667.0,10698.0
2017,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,61394.0,16536.0
2017,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,56471.0,10079.0
2017,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,85625.0,32113.0
2017,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,41453.0,7563.0
2017,6037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,79167.0,27317.0
2017,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,44531.0,10237.0
2017,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,40759.0,8622.0
2017,6037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,53241.0,19730.0
2017,6037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,59643.0,16578.0
2017,6037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,61136.0,11602.0
2017,6037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,48958.0,29765.0
2017,6037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,50500.0,22117.0
2017,6037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,73250.0,17066.0
2017,6037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,66750.0,16466.0
2017,6037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,79233.0,3042.0
2017,6037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,61071.0,10377.0
2017,6037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,54485.0,32597.0
2017,6037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,31000.0,9667.0
2017,6037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,55393.0,7559.0
2017,6037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,46157.0,26637.0
2017,6037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,73125.0,13733.0
2017,6037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,58309.0,10261.0
