YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013A_001E,B19013A_001M
2012,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,98512.0,11414.0
2012,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,97386.0,13617.0
2012,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,77404.0,18543.0
2012,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,63977.0,23908.0
2012,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,100795.0,24067.0
2012,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,122890.0,7135.0
2012,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,106352.0,12087.0
2012,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,67940.0,19124.0
2012,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,84095.0,17109.0
2012,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,96483.0,12334.0
2012,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,142589.0,18259.0
2012,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,97386.0,13617.0
2012,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,89079.0,11283.0
2012,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,111413.0,9649.0
2012,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,100795.0,24067.0
2012,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,80603.0,14019.0
2012,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,49517.0,12917.0
2012,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,30000.0,16849.0
2012,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,71750.0,32605.0
2012,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,116833.0,41182.0
2012,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,75250.0,20773.0
2012,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,67024.0,41656.0
2012,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,61250.0,23673.0
2012,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,49674.0,26371.0
2012,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,52866.0,16147.0
2012,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,34013.0,10763.0
2012,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,75000.0,52981.0
2012,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,35833.0,9489.0
2012,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,76111.0,24711.0
2012,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,49875.0,16316.0
2012,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,74940.0,23479.0
2012,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,45329.0,29222.0
2012,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,77885.0,14476.0
2012,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,53750.0,30999.0
2012,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,88650.0,21079.0
2012,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,60393.0,7913.0
2012,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,54514.0,17272.0
2012,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,72107.0,15006.0
2012,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,23272.0,3438.0
2012,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,111105.0,15886.0
2012,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,96341.0,13077.0
2012,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,100982.0,41173.0
2012,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,80109.0,21637.0
2012,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,49220.0,7167.0
2012,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,58657.0,18807.0
