YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013A_001E,B19013A_001M
2023,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,143542.0,111159.0
2023,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,152857.0,17068.0
2023,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,116392.0,31549.0
2023,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,95588.0,26792.0
2023,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,159356.0,68624.0
2023,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,104107.0,33738.0
2023,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,195985.0,44771.0
2023,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,138672.0,42618.0
2023,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,207396.0,62454.0
2023,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,221944.0,28044.0
2023,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,125774.0,17600.0
2023,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,187396.0,68290.0
2023,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,116392.0,31549.0
2023,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,95463.0,13197.0
2023,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,104167.0,40048.0
2023,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,81197.0,17785.0
2023,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,90833.0,57607.0
2023,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,120259.0,90237.0
2023,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,144125.0,35461.0
2023,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,87778.0,31250.0
2023,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,75938.0,44193.0
2023,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,117981.0,59471.0
2023,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,128431.0,10452.0
