YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013A_001E,B19013A_001M
2016,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,65938.0,21184.0
2016,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,84615.0,21459.0
2016,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,95156.0,8511.0
2016,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,73750.0,24107.0
2016,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,100149.0,36705.0
2016,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,138269.0,28215.0
2016,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,130034.0,15577.0
2016,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,80593.0,14675.0
2016,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,74224.0,15364.0
2016,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,87560.0,16150.0
2016,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,149063.0,31908.0
2016,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,84615.0,21459.0
2016,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,83631.0,5093.0
2016,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,126125.0,19752.0
2016,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,100149.0,36705.0
2016,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,86875.0,36455.0
2016,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,41523.0,12615.0
2016,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,46410.0,6546.0
2016,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,66453.0,19147.0
