YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013A_001E,B19013A_001M
2010,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,91250.0,16318.0
2010,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,97714.0,14147.0
2010,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,87955.0,16884.0
2010,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,106193.0,52810.0
2010,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,120268.0,40864.0
2010,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,118942.0,14267.0
2010,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,106216.0,26043.0
2010,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,93984.0,24721.0
2010,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,91862.0,17035.0
2010,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,89625.0,7122.0
2010,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,142744.0,24889.0
2010,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,97714.0,14147.0
2010,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,83958.0,10859.0
2010,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,113533.0,17208.0
2010,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,120268.0,40864.0
2010,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,69821.0,34417.0
2010,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,50114.0,13520.0
2010,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,39219.0,40741.0
2010,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,57917.0,12556.0
2010,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,104333.0,66333.0
2010,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,71607.0,8699.0
2010,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,57206.0,20064.0
2010,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,46750.0,35584.0
2010,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,65218.0,19642.0
2010,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,51020.0,14338.0
2010,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,39840.0,4319.0
2010,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,70179.0,39946.0
2010,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,32212.0,9627.0
2010,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,57008.0,8005.0
2010,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,39643.0,14054.0
2010,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,44811.0,45682.0
2010,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,44907.0,51083.0
2010,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,86310.0,47976.0
2010,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,33012.0,7754.0
