YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2010,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,86728.0,31723.0
2010,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,83594.0,33252.0
2010,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,89271.0,76568.0
2010,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2010,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,140427.0,57011.0
2010,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,46556.0,48417.0
2010,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,105147.0,102153.0
2010,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,125066.0,70698.0
2010,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2010,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,73315.0,109039.0
2010,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,95286.0,13532.0
2010,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,83594.0,33252.0
2010,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,82717.0,34017.0
2010,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,62093.0,37886.0
2010,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,140427.0,57011.0
2010,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,63750.0,46675.0
2010,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,54167.0,19874.0
2010,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,36344.0,13630.0
2010,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,48133.0,15378.0
2010,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,129875.0,30114.0
2010,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,72313.0,23129.0
2010,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,46591.0,15933.0
2010,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,62401.0,21985.0
2010,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,58478.0,23734.0
2010,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,50526.0,15815.0
2010,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,41953.0,5796.0
2010,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,61250.0,24027.0
