YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2011,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,89179.0,54303.0
2011,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,76806.0,28152.0
2011,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,62366.0,124483.0
2011,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2011,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,115089.0,94483.0
2011,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,120734.0,69152.0
2011,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,79583.0,35173.0
2011,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,83250.0,49970.0
2011,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2011,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,86472.0,27898.0
2011,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,96250.0,6773.0
2011,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,76806.0,28152.0
2011,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,87500.0,9335.0
2011,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,64000.0,23915.0
2011,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,115089.0,94483.0
2011,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,63125.0,28198.0
2011,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,68750.0,20433.0
2011,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,39871.0,22268.0
2011,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,48641.0,23521.0
2011,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,66641.0,19930.0
