YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2023,06037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,140197,20484
2023,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2023,06037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,,
2023,06037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,93885,34324
2023,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,108560,88921
2023,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,250001,
2023,06037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,06037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,06037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,06037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,250001,
2023,06037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,250001,
2023,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,105952,16180
2023,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,107396,59156
2023,06037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,,
2023,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,97407,37335
2023,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,94398,8905
2023,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,76719,16854
2023,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,92233,28821
2023,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,98750,49553
2023,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,89500,30870
2023,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,72757,29238
2023,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,59688,41598
2023,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,81786,6592
2023,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,116250,23599
2023,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,62380,20277
2023,06037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,72338,17361
2023,06037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,78074,43474
2023,06037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,45988,8120
2023,06037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,118750,29054
