YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2015,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,39063.0,30447.0
2015,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,86429.0,5289.0
2015,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,49495.0,9316.0
2015,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2015,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,71714.0,39923.0
2015,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,138438.0,44621.0
2015,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,87188.0,75408.0
2015,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,91477.0,24835.0
2015,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,103229.0,91659.0
2015,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,86429.0,5289.0
2015,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,94034.0,29750.0
2015,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,109844.0,48893.0
2015,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,71714.0,39923.0
2015,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,77868.0,32855.0
2015,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,52368.0,19001.0
2015,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,43750.0,15496.0
2015,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,49696.0,48712.0
2015,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,81985.0,29172.0
2015,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,65543.0,17423.0
2015,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,80766.0,31541.0
2015,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,64102.0,16846.0
2015,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,51611.0,6022.0
2015,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,57269.0,8999.0
2015,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,61190.0,30763.0
2015,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,66912.0,22500.0
2015,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,42500.0,16921.0
2015,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,51125.0,6502.0
2015,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,,
2015,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,37176.0,28141.0
2015,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,61012.0,22018.0
2015,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,59340.0,30978.0
2015,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,55858.0,7273.0
2015,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,85417.0,16780.0
2015,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,75296.0,11232.0
2015,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,82019.0,39967.0
2015,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,84224.0,30984.0
2015,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,41379.0,11056.0
2015,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,60125.0,36999.0
2015,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,85938.0,39416.0
2015,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,63317.0,5781.0
2015,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,94883.0,22490.0
2015,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,69577.0,5903.0
2015,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,60650.0,7449.0
2015,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,36667.0,9956.0
2015,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,114306.0,36631.0
2015,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,46146.0,11403.0
2015,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,72270.0,36975.0
2015,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,84167.0,53287.0
2015,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,150234.0,75825.0
2015,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,56741.0,30555.0
2015,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,65724.0,12338.0
2015,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,27798.0,20310.0
2015,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,55427.0,26003.0
2015,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,171000.0,133934.0
2015,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,76181.0,50065.0
2015,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,63194.0,31226.0
2015,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,85156.0,30840.0
2015,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,50772.0,17144.0
2015,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,63621.0,15941.0
2015,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,98250.0,61540.0
2015,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,53833.0,40224.0
2015,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,31298.0,29171.0
2015,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,,
2015,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,40986.0,7000.0
2015,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,66250.0,29645.0
2015,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,46379.0,13828.0
2015,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,47434.0,8234.0
2015,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,,
2015,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,83281.0,47085.0
2015,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,84583.0,17335.0
