YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2016,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,41250.0,30964.0
2016,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,91480.0,5523.0
2016,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,51827.0,17083.0
2016,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2016,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2016,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,140917.0,92257.0
2016,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,59583.0,41580.0
2016,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,91480.0,5523.0
2016,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,81607.0,30731.0
2016,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,117969.0,39115.0
2016,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2016,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,85625.0,19960.0
2016,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,47266.0,10588.0
2016,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,44167.0,26206.0
2016,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,49354.0,15249.0
2016,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,116250.0,44618.0
2016,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,49896.0,39010.0
2016,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,53438.0,13578.0
2016,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,58958.0,12460.0
2016,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,58287.0,8570.0
2016,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,60932.0,8685.0
2016,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,60104.0,20808.0
2016,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,70000.0,22584.0
2016,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,45260.0,20451.0
2016,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,52323.0,10228.0
2016,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,56750.0,52694.0
2016,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,29514.0,13364.0
2016,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,65234.0,14340.0
