YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2014,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,54125.0,85417.0
2014,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,86681.0,5788.0
2014,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,49705.0,33748.0
2014,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2014,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,71134.0,34744.0
2014,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,125886.0,48342.0
2014,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,107614.0,88004.0
2014,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,58074.0,60386.0
2014,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,131250.0,1035.0
2014,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,91550.0,30467.0
2014,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,103973.0,22864.0
2014,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,86681.0,5788.0
2014,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,90208.0,34618.0
2014,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,67292.0,60550.0
2014,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,71134.0,34744.0
2014,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,64432.0,28584.0
2014,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,61528.0,18690.0
2014,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,45781.0,11915.0
2014,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,47986.0,57852.0
2014,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,81298.0,23324.0
2014,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,66389.0,21072.0
2014,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,57059.0,31712.0
2014,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,58261.0,9351.0
2014,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,51250.0,12704.0
2014,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,47933.0,19348.0
2014,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,53988.0,30212.0
2014,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,80250.0,31678.0
2014,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,46034.0,8519.0
2014,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,51971.0,11906.0
2014,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,70463.0,56418.0
2014,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,35625.0,4838.0
2014,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,62448.0,12301.0
2014,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,48750.0,28563.0
2014,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,56185.0,3503.0
2014,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,80375.0,30337.0
2014,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,69103.0,10345.0
2014,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,71250.0,25068.0
2014,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,76938.0,17180.0
2014,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,40134.0,12452.0
2014,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,67738.0,47430.0
2014,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,85278.0,42321.0
2014,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,64360.0,32428.0
2014,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,94879.0,23726.0
2014,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,62723.0,19152.0
2014,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,57632.0,11360.0
2014,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,41518.0,17389.0
2014,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,111830.0,36043.0
2014,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,46765.0,23784.0
2014,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,76875.0,54611.0
2014,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,123438.0,80634.0
2014,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,125833.0,52600.0
2014,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,49712.0,20452.0
2014,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,32750.0,13869.0
2014,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,64667.0,24812.0
2014,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,26947.0,28044.0
2014,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,55465.0,14261.0
2014,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2014,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,75921.0,39718.0
2014,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,49318.0,26390.0
2014,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,82679.0,12238.0
2014,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,50703.0,15873.0
2014,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,60481.0,14649.0
2014,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,93333.0,78302.0
2014,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,53000.0,34880.0
2014,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,26198.0,16144.0
2014,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,74750.0,109350.0
2014,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,43480.0,8485.0
2014,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,60278.0,13690.0
2014,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,45266.0,12343.0
2014,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,43011.0,10800.0
2014,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,,
2014,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,85341.0,10356.0
2014,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,107872.0,24249.0
2014,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,58030.0,13745.0
2014,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,65625.0,12293.0
2014,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,44911.0,18833.0
2014,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,47317.0,5040.0
2014,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,48295.0,31784.0
2014,6037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,40938.0,8204.0
2014,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,68125.0,13068.0
2014,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,72283.0,4451.0
2014,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,91397.0,10530.0
2014,6037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,86944.0,16058.0
2014,6037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,106700.0,25223.0
2014,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,35929.0,17882.0
2014,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,73594.0,25797.0
2014,6037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,38261.0,6917.0
2014,6037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,61250.0,10083.0
2014,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,65938.0,18042.0
2014,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,61326.0,13520.0
2014,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,31360.0,7549.0
2014,6037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,52457.0,6657.0
2014,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,42402.0,6597.0
2014,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,48013.0,11415.0
2014,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,51792.0,11278.0
2014,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,67552.0,10379.0
