YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013D_001E,B19013D_001M
2016,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,168043.0,2058.0
2016,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2016,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2016,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2016,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2016,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,216480.0,41415.0
2016,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,124655.0,76742.0
2016,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2016,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,69286.0,17857.0
2016,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,164063.0,51012.0
2016,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2016,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2016,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,95781.0,45666.0
2016,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2016,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,47311.0,12635.0
2016,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,50500.0,10429.0
2016,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,26983.0,8942.0
2016,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,59189.0,20813.0
2016,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,95846.0,29851.0
2016,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,75625.0,22533.0
2016,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,43021.0,4702.0
2016,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,76250.0,24061.0
2016,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,59083.0,15343.0
2016,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,58500.0,19720.0
2016,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,42287.0,12267.0
2016,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,52885.0,16797.0
2016,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,50313.0,14536.0
2016,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,58977.0,38026.0
2016,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,44219.0,11689.0
2016,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,50938.0,13652.0
2016,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,48551.0,13532.0
2016,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,58313.0,14655.0
2016,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,41568.0,11847.0
2016,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,82986.0,11193.0
2016,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,90597.0,20088.0
2016,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,51250.0,20957.0
2016,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,72188.0,31613.0
2016,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,25556.0,18826.0
2016,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,206250.0,157201.0
2016,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,84412.0,31437.0
2016,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,172647.0,35814.0
2016,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,96818.0,34181.0
2016,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,81823.0,17794.0
2016,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,,
2016,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,,
2016,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,129167.0,108027.0
2016,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,106875.0,34379.0
2016,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,164444.0,73848.0
2016,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,147871.0,43086.0
2016,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,127045.0,64066.0
2016,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,113625.0,25326.0
2016,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,70547.0,29634.0
2016,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,86250.0,26895.0
2016,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,70197.0,23796.0
2016,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,76250.0,20230.0
2016,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,109167.0,35901.0
2016,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,98750.0,15471.0
2016,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,98500.0,19410.0
2016,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,114261.0,43899.0
2016,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,96389.0,31524.0
2016,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,66292.0,18220.0
2016,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,107614.0,48378.0
2016,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,101849.0,27241.0
2016,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,63281.0,11560.0
