YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013D_001E,B19013D_001M
2011,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,110352.0,125403.0
2011,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2011,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,170341.0,6453.0
2011,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2011,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2011,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,196250.0,31348.0
2011,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,144115.0,60135.0
2011,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,91813.0,47581.0
2011,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,163043.0,6339.0
2011,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,118533.0,52053.0
2011,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,128571.0,119811.0
2011,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2011,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,54844.0,69430.0
2011,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,192969.0,184231.0
2011,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2011,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,44545.0,10471.0
2011,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,48836.0,7177.0
2011,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,31522.0,7907.0
2011,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,82466.0,20454.0
2011,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,103478.0,91316.0
2011,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,67656.0,13402.0
2011,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,60682.0,23436.0
2011,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,113558.0,62577.0
2011,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,60505.0,8994.0
2011,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,47754.0,5395.0
2011,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,38214.0,17441.0
2011,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,40625.0,42576.0
2011,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,32043.0,9963.0
2011,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,48667.0,9868.0
2011,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,55889.0,9954.0
2011,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,40104.0,29788.0
2011,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,43750.0,7640.0
2011,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,39808.0,31683.0
2011,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,34300.0,8742.0
2011,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,70662.0,14971.0
2011,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,99185.0,21294.0
2011,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,51538.0,6400.0
2011,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,87870.0,26178.0
2011,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,16103.0,32638.0
2011,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,132368.0,233357.0
2011,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,78804.0,13164.0
2011,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,183750.0,202229.0
2011,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,2499.0,
2011,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,88793.0,12666.0
2011,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,60625.0,70947.0
2011,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,86964.0,54661.0
2011,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,131806.0,71951.0
2011,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,109875.0,44425.0
2011,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,101875.0,128831.0
2011,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,130278.0,48185.0
2011,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,187727.0,106101.0
2011,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,113636.0,39611.0
2011,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,72375.0,36371.0
2011,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,50833.0,13549.0
2011,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,55257.0,19218.0
2011,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,72484.0,9592.0
2011,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,109667.0,16529.0
2011,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,88906.0,11756.0
2011,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,70679.0,32871.0
2011,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,66193.0,74294.0
