YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013D_001E,B19013D_001M
2015,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,164432.0,5108.0
2015,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2015,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2015,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2015,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2015,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,213125.0,46414.0
2015,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,135804.0,54551.0
2015,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,66058.0,41647.0
2015,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,,
2015,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,161458.0,44799.0
2015,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2015,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,196250.0,65745.0
2015,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,83846.0,48778.0
2015,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2015,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,55292.0,16536.0
2015,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,50383.0,12106.0
2015,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,32298.0,10979.0
2015,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,60909.0,10029.0
2015,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,91406.0,48008.0
2015,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,85625.0,18810.0
2015,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,43750.0,20929.0
